nite,date,dlon,dlat,vlon,vlat
20140817,41867.888948547974,1.3814595802099556,-0.14393738681389848,-0.2878775186129243,-0.6907232038213041
20140821,41871.89085684772,1.358385196174936,-0.19110920322017258,-0.3822220510245088,-0.6791861218138453
20140903,41884.794256799316,1.24091401181775,-0.3359419011041785,-0.6718902088518468,-0.6204510896940154
20140911,41892.8421554753,1.1363210984055048,-0.41834944962575993,-0.836706877463732,-0.5681551316478665
20140919,41900.80366453136,1.0114477733612697,-0.4920007555343322,-0.9840108938620198,-0.505719064475156
20140926,41907.73375755008,0.8872405784877087,-0.5486540874077808,-1.097318638026985,-0.4436160592119226
20141002,41913.72096779345,0.7697228831318084,-0.5913552325751185,-1.1827217427019163,-0.38485777181448255
20141012,41923.728581528485,0.555741168539222,-0.6485413837865649,-1.2970951357041092,-0.2778679347031397
20141018,41929.82208823878,0.41697656147993684,-0.6740548800763765,-1.3481226148436833,-0.20848629275135222
20141025,41936.83643422225,0.25167254287910595,-0.6942492710732739,-1.388511781958427,-0.12583507155880075
20141029,41940.7700943942,0.15721140348111878,-0.7011688649014707,-1.4023511015762415,-0.07860495221526391
20141104,41946.85175410916,0.009908918347170117,-0.7055437402616461,-1.4111009357284796,-0.004954411931560703
20141111,41953.813719258265,-0.15875265572727312,-0.7010820453769704,-1.402177460871533,0.07937557099022562
20141118,41960.81550929023,-0.32608066707883165,-0.6864654923534076,-1.3729440760766716,0.1630387789084989
20141126,41968.528226560426,-0.5048365123623075,-0.658864746846843,-1.317742058698311,0.2524158493090839
20141129,41971.649901393925,-0.5748368109059175,-0.6443669383366494,-1.2887461651947276,0.2874156648455918
20141130,41972.63493091452,-0.5965905329097532,-0.6394045249429211,-1.278821243770629,0.2982924221338823
20141209,41981.800578580056,-0.7899860486310191,-0.5846366407595884,-1.1692844309426818,0.3949892579568776
20141216,41988.609677690474,-0.9212195296395863,-0.5344709591530443,-1.0689521110354854,0.46060537278890434
20141220,41992.58067816684,-0.9920340276465277,-0.5017851428322716,-1.003579855052905,0.49601228417527876
20141226,41998.56950027948,-1.0899808213255344,-0.4481156458958302,-0.8962398376657418,0.5449852140410267
20141227,41999.56892626786,-1.105227360850327,-0.4386803615235914,-0.8773690889838911,0.552608411113613
20150103,42006.66509978532,-1.2038371486681623,-0.3681269547550578,-0.7362609299447515,0.6019128348878667
20150110,42013.66023244788,-1.2835135986450967,-0.29321081209306926,-0.5864272159183228,0.6417506800087582
20150117,42020.673383857225,-1.344760354024184,-0.21384582021379814,-0.42769571861470956,0.6723737656966314
20150124,42027.58521691179,-1.385998778619342,-0.13258024199913285,-0.26516301239481727,0.6929927813847935
