nite,date,dlon,dlat,vlon,vlat
20140817,41867.76635510324,0.9735074711742363,-0.13205755172982322,-0.42064800831696114,-0.30562135251355094
20140821,41871.90518907559,0.941117700659784,-0.1534638593882637,-0.48883434498603306,-0.29545296062613136
20140903,41884.71942466495,0.8114612934796183,-0.2143516669318793,-0.6827826246452582,-0.25474883898579753
20140914,41895.79068322986,0.6675387895418327,-0.2586999846701161,-0.824047030083907,-0.20956604212698388
20140922,41903.80055184088,0.5480282983953555,-0.285032277180594,-0.9079242961232913,-0.17204711286834243
20140923,41904.678606460686,0.5342526506970129,-0.28759833412507335,-0.9160980561906559,-0.16772240843002986
20140930,41911.65964983456,0.42065610388421376,-0.3056202543268075,-0.9735039730776841,-0.13206009323904258
20141003,41914.86545295828,0.36635837663115545,-0.31243463106371244,-0.9952100698873917,-0.11501395303687713
20141005,41916.8597515358,0.3320076607539727,-0.3161957093556551,-1.0071903775025641,-0.10422994515090751
20141012,41923.74340658115,0.21069630983301002,-0.32629489752976576,-1.0393597107622725,-0.06614565690297998
20141018,41929.611087107165,0.10489255933204852,-0.33129931540077123,-1.0553004758502933,-0.032929799514533974
20141025,41936.702137241955,-0.024294589620161736,-0.3328444635136202,-1.0602222956758978,0.007627003960760158
20141029,41940.72494894111,-0.09754624277579649,-0.331520450028932,-1.05600486450272,0.030623508840455928
20141111,41953.57138048795,-0.32664155957873164,-0.31674605824239277,-1.008943425018993,0.1025453200735842
20141118,41960.56442958012,-0.44535963628718617,-0.3021510212203308,-0.9624532911779292,0.13981548003207056
20141124,41966.68149415619,-0.5439850633766031,-0.28579460423120195,-0.9103525658536014,0.17077778624112017
20141125,41967.569417495404,-0.5578259456375415,-0.28315287981973813,-0.9019377792878317,0.17512297031193835
20141128,41970.56974462186,-0.6036132907840744,-0.27374139794971264,-0.8719590234190497,0.18949737499401975
20141129,41971.62158682751,-0.6192907811561492,-0.27026802578269804,-0.8608951572102663,0.1944191408288031
20141130,41972.56008391565,-0.6331078901652131,-0.2670942119599022,-0.8507854857386997,0.19875686156358469
20141209,41981.72290937888,-0.758805947072499,-0.23258470966465375,-0.7408610382659427,0.23821830515578737
20141213,41985.57084049864,-0.8061479226410062,-0.21631859133557113,-0.6890479447430875,0.2530807679846125
20141220,41992.552487758185,-0.8828963323229685,-0.18443862361107616,-0.587499455066754,0.2771750389222285
20141222,41994.55440157143,-0.9026006823844754,-0.17478603239759039,-0.5567526843151832,0.2833609905399746
20141227,41999.58320892313,-0.9473280590357758,-0.14965053788975102,-0.47668762507179924,0.2974026304362409
20150103,42006.59014376332,-0.9977728835760127,-0.11280431631059577,-0.3593199356193466,0.3132391966258153
20150110,42013.53850509527,-1.0335000628891904,-0.07464815759134226,-0.23777965291656555,0.32445532920466147
20150117,42020.5395860364,-1.0545815140093784,-0.0351265668238678,-0.11189000689413595,0.33107360568951344
20150122,42025.544559093636,-1.0602967626274782,-0.006527491456998449,-0.02079227007259657,0.33286784154731125
20150129,42032.533708626725,-1.0551365867947475,0.03344339177105935,0.1065285245378583,0.3312478643371675
