nite,date,dlon,dlat,vlon,vlat
20140820,41870.88492258892,0.9923488930219793,-0.07985168870153884,-0.3067693518541777,-0.258307208363418
20140824,41874.79553587517,0.9694832922354804,-0.09703452161400501,-0.3727813122934601,-0.25235532032459884
20140902,41883.89559712928,0.899511698138766,-0.13519069407418094,-0.5193673705870379,-0.23414179959317583
20140914,41895.77689708985,0.7753768272464842,-0.17989914100784232,-0.691125557686992,-0.20182964387232652
20140922,41903.827750993434,0.6725433117675472,-0.20603914786493738,-0.7915486431772338,-0.17506220502461453
20140926,41907.79270378249,0.6170333714679664,-0.21749105502538127,-0.8355438822789948,-0.16061303516507086
20141001,41912.769365252905,0.5433307969578074,-0.2304277096510117,-0.8852431337187394,-0.14142834477564514
20141004,41915.87355089899,0.4953080809096183,-0.23764775113627717,-0.9129806491402822,-0.12892809027073882
20141012,41923.71422940386,0.36804321440990156,-0.25282609846056064,-0.9712918989911361,-0.09580120050500719
20141018,41929.73432907867,0.2656656183786191,-0.2613749156805942,-1.0041342240609499,-0.06915243693429737
20141025,41936.639680271954,0.1447960227680024,-0.2677281321876526,-1.0285416241015957,-0.037690228392787864
20141029,41940.75582810014,0.07166662344585398,-0.26972376044812635,-1.0362083071481574,-0.018654734806784132
20141101,41943.726421779036,0.01864533065681478,-0.27032452905377424,-1.038516303369224,-0.0048533568635401375
20141111,41953.62765473263,-0.15765290819794872,-0.2672356304860266,-1.0266495610751067,0.04103686001298777
20141118,41960.69104437545,-0.28092723473466363,-0.26029144810606636,-0.9999718243547241,0.07312501708606063
20141125,41967.69223561889,-0.3990333578780417,-0.2496204439363752,-0.9589766107781538,0.10386789710972621
20141128,41970.69290762602,-0.44798029274274553,-0.24392890648133128,-0.9371112089998198,0.11660872464705051
20141209,41981.65888903066,-0.6157617610078243,-0.21773510248216038,-0.8364814489273047,0.16028203651087297
20141213,41985.698944613934,-0.6723619390708724,-0.20607925169647767,-0.7917027116334998,0.17501499393254716
20141220,41992.566292073345,-0.760984660513412,-0.1840159789008907,-0.7069413746430939,0.19808338039860046
20141226,41998.55528196972,-0.8296524567511077,-0.16266915457587247,-0.6249324457298017,0.2159575241350961
20141227,41999.55458052384,-0.8402719752143959,-0.15893298146087453,-0.6105790435220306,0.21872177185855782
20150103,42006.650800162024,-0.9083677061625463,-0.1311171942660279,-0.5037180472446606,0.23644700769685034
20150110,42013.59906676587,-0.9619504797058982,-0.10198765230217868,-0.39180994794998814,0.2503945383966663
20150117,42020.608014748635,-1.0020927707383915,-0.07113058449764065,-0.2732651451481392,0.26084352786682996
20150122,42025.6051308989,-1.0218539000854314,-0.04847317413157985,-0.18622128664353318,0.2659873257706074
20150129,42032.5942571179,-1.0368125617486124,-0.01622117293686484,-0.062317513744210386,0.2698810471847588
