nite,date,dlon,dlat,vlon,vlat
20140818,41868.78003039266,1.3735116730020145,-0.18454476227126432,-0.36911292924052824,-0.6867122907141234
20140828,41878.76056320581,1.2902576007656512,-0.29915238325846827,-0.5983427062075561,-0.6450878940813994
20140902,41883.745303043055,1.2342731355761736,-0.35330057099744105,-0.7066459489732299,-0.6170974364170365
20140911,41892.7553737225,1.1103908129662896,-0.44432835703528306,-0.8887130655534318,-0.5551602026747975
20140914,41895.72067570189,1.0636333790794665,-0.47205657956268077,-0.9441730272112796,-0.5317829681281441
20140915,41896.7026633007,1.047533159742344,-0.48097182640941194,-0.9620046515716733,-0.5237333689006178
20140919,41900.69434647872,0.9790600350244653,-0.5157725182790758,-1.0316104488726396,-0.48949897741226867
20140924,41905.68707117132,0.8869598624877053,-0.5558606216887471,-1.1117917398241035,-0.4434518110859351
20140926,41907.67353401191,0.8484580035291449,-0.5706865303564665,-1.1414454374400265,-0.424202102268829
20141001,41912.66023326714,0.7475429937807242,-0.6049323300049191,-1.20994137992494,-0.3737477968020894
20141002,41913.66809723096,0.7264544582618686,-0.6113209061705958,-1.2227193424808374,-0.36320419763317413
20141004,41915.796783414655,0.6812040325735758,-0.6242079120098692,-1.2484949885405288,-0.3405804194076278
20141005,41916.74297557997,0.66079355030288,-0.6296684472906824,-1.2594167516288766,-0.3303758253658056
20141012,41923.63007096099,0.507303925684557,-0.6643036807342426,-1.3286916110935425,-0.25363587928866377
20141013,41924.62877610969,0.48440346317192823,-0.6685628614538156,-1.3372105126988638,-0.24218637406815943
20141018,41929.74962844969,0.3648832768628822,-0.6872770976789403,-1.3746413585627058,-0.18243007017925653
20141019,41930.611646998426,0.344459970007669,-0.6899066120916963,-1.3799007208736547,-0.17221906425176606
20141025,41936.65424335819,0.19942445110922896,-0.7040520381373817,-1.408193366944007,-0.09970590300576533
20141026,41937.628105287324,0.1758068206689828,-0.705623490133319,-1.4113364702336506,-0.08789783655853008
20141029,41940.80171869501,0.09853422736666174,-0.7093684506748967,-1.4188268662675412,-0.04926398975613753
20141030,41941.80860466406,0.07394577558583802,-0.7101152853016262,-1.4203206302375266,-0.03697054341751404
20141101,41943.754148606495,0.026378676022372986,-0.710954712286548,-1.4219995906668268,-0.013188501702164205
20141104,41946.627570411896,-0.043912882868924454,-0.7107380075057804,-1.4215661536219326,0.021955049221293273
20141111,41953.64205523608,-0.21470956012431952,-0.702927416032936,-1.4059439801060842,0.10734797291451706
20141118,41960.706238078135,-0.38355488120109177,-0.6847310543116694,-1.3695489489288555,0.1917652803841871
20141125,41967.70643179296,-0.545297704678924,-0.6567363014818821,-1.3135558928637994,0.2726315642318304
20141128,41970.707191958194,-0.6123462982148695,-0.6417946944826148,-1.2836707839114598,0.30615373529252127
20141130,41972.57425871679,-0.6532517240522437,-0.6316324996495929,-1.2633451054356,0.3266051513463976
20141209,41981.67325003011,-0.8422008471122853,-0.5729986559953765,-1.1460699819507818,0.4210737224371623
20141213,41985.739562510484,-0.9202426218915648,-0.5421676551271413,-1.084404070104615,0.46009213559191975
20141216,41988.53899388847,-0.9713763606935234,-0.5193914179226581,-1.0388487071229968,0.48565738384985657
20141220,41992.691180135684,-1.0430377332356724,-0.4834078007297678,-0.9668769091523007,0.5214857981701949
20141226,41998.682707468135,-1.136979402682474,-0.4271896324900785,-0.8544334428620646,0.5684536545687677
20141227,41999.64592831993,-1.1509801692620223,-0.4177124617207464,-0.8354778993910505,0.5754535939785155
20150102,42005.63887907627,-1.2308475323968429,-0.35627539495446053,-0.7125959741662307,0.6153847434326264
20150103,42006.542633096586,-1.2417767107065616,-0.3466656544450516,-0.6933752744020433,0.620848986089033
20150106,42009.55467042735,-1.2760203121534206,-0.3140464932284257,-0.6281328150775144,0.6379697011540004
20150109,42012.60360116919,-1.3071949366134386,-0.28016970152746695,-0.5603749352866385,0.6535560250243327
20150110,42013.613310460576,-1.3167305034795922,-0.2687763024533934,-0.5375866921824751,0.6583235061419865
20150111,42014.65952069663,-1.326191715145365,-0.2568855423521902,-0.5138036639467561,0.6630538120168056
20150116,42019.5712672786,-1.3648216116930696,-0.20001271434795476,-0.4000507951008824,0.6823675355691826
20150117,42020.62639056593,-1.3718574754268786,-0.18759523195820257,-0.3752142554870578,0.6858852443712027
20150118,42021.56713336949,-1.377749589494702,-0.17647162677396463,-0.3529656343788958,0.6888311146016466
20150121,42024.61528774128,-1.3943552084788962,-0.1401269617493592,-0.2802716949552528,0.6971333976295282
20150124,42027.53826587,-1.406679484687788,-0.10491176536251111,-0.20983683605081255,0.7032951450053652
20150125,42028.53407834968,-1.4100674498102017,-0.09284945320820831,-0.1857106819519833,0.7049890201545929
20150128,42031.60339834152,-1.4179032231580717,-0.05551476534245523,-0.11103657128742536,0.7089066584033249
