nite,date,dlon,dlat,vlon,vlat
20140817,41867.70975501728,0.5206769337658289,-0.6333151770742927,-1.2691359595228668,-0.2598244908531129
20140821,41871.87597692257,0.42846191028840935,-0.6502945605995065,-1.3031619026589982,-0.21380800736739713
20140828,41878.633377082995,0.2744296913608159,-0.6707035371336291,-1.3440606004229945,-0.13694394778945446
20140902,41883.619040583115,0.1582902754391164,-0.6799688490460828,-1.3626278809019072,-0.07898888457667749
20140911,41892.59495646835,-0.053154169599407365,-0.6840272833554073,-1.3707608060358345,0.0265246147030153
20140915,41896.58774586567,-0.14710479554530193,-0.6805940527070687,-1.3638807617373991,0.07340718615700995
20140919,41900.57359302191,-0.24020043090330748,-0.6739656632995598,-1.3505977588104012,0.11986310630426095
20140924,41905.65675084324,-0.35723006832158277,-0.6609231390796909,-1.3244611098091066,0.17826240150062395
20140929,41910.62631170005,-0.46901189295384543,-0.6432890232873858,-1.2891231118002904,0.2340429705795142
20141003,41914.83726742977,-0.5610809995420373,-0.6246633982969068,-1.2517981726551295,0.2799866396596133
20141012,41923.51703038234,-0.7410510974368386,-0.5760635828580708,-1.1544062647514828,0.36979403465232474
20141018,41929.52647292335,-0.8562195456250912,-0.5348288181012932,-1.0717735968008242,0.42726457247014515
20141025,41936.50698123307,-0.9784430514221307,-0.4797950349425416,-0.9614882985421938,0.48825567483052096
20141029,41940.6697176437,-1.0447268864500705,-0.44363234427525194,-0.8890198455817251,0.5213321615559187
20141111,41953.51961091935,-1.2142247841087817,-0.3185362679077228,-0.638332771182708,0.6059137938577909
20141118,41960.536319236664,-1.2822517470016597,-0.24326097406551464,-0.4874843694119896,0.6398601238211514
20141124,41966.6526083229,-1.3263563474159659,-0.17471821866317971,-0.35012768068119215,0.6618688870364638
20141125,41967.54048390489,-1.3315490607728677,-0.16458928085832236,-0.32982973162634566,0.6644601178297027
20141128,41970.541420438865,-1.3467943133736318,-0.13008417579609435,-0.2606830078356872,0.6720676950777897
20141129,41971.6070016887,-1.3513461792750305,-0.11774383598899754,-0.23595350573490173,0.674339134743282
20141130,41972.5450632453,-1.3549775777748414,-0.1068474032913405,-0.21411753042952064,0.6761512493293345
20141210,41982.54895455851,-1.3716291562239384,0.010514982764967979,0.021071566297263356,0.684460601274591
20141219,41991.554822774684,-1.3519509784670136,0.1160020915623911,0.23246312596172689,0.6746409373236053
20141225,41997.572413520895,-1.3206935304529952,0.1850921754965961,0.37091663716988565,0.6590430684937514
20150102,42005.55582192741,-1.2574803727426405,0.2735727024519714,0.5482277494589666,0.627498889268218
20150107,42010.58935577338,-1.2053590444458093,0.32681347834077545,0.6549199394448901,0.6014896756674428
20150114,42017.5726447371,-1.1181877248677443,0.39653999362468345,0.794648831286444,0.5579900653379576
20150119,42022.58696107328,-1.0455715316327858,0.4431365566987911,0.8880263089283356,0.5217536503723393
20150126,42029.54020700981,-0.9321368368399405,0.5022289908086554,1.0064449664615762,0.4651482778115402
