fakeid,date_obs,mjd_obs,expnum,exptime,ra,dec,band,ccdnum
242,2013-10-10T03:02:58.215991,56575.12706268,242449,200.00000000,0.6229935772792378,-0.11533798353767831,i,42
242,2013-10-10T03:06:47.275987,56575.12971384,242450,200.00000000,0.6229927402462799,-0.11533845700424616,z,42
242,2013-10-10T03:10:36.838872,56575.13237082,242451,200.00000000,0.6229919013575256,-0.11533893149882327,z,42
242,2013-10-14T02:40:48.319463,56579.11167036,243905,175.00000000,0.6217164411439574,-0.11603611703948169,g,41
242,2013-10-14T02:44:13.191588,56579.11404157,243906,150.00000000,0.6217156705141014,-0.11603652412925647,r,41
242,2013-10-14T02:47:12.885398,56579.11612136,243907,200.00000000,0.6217149945832378,-0.11603688118011854,i,41
242,2013-10-14T02:51:02.826257,56579.11878271,243908,200.00000000,0.6217141296314102,-0.11603733806006516,z,41
242,2013-10-14T02:54:51.194277,56579.12142586,243909,200.00000000,0.6217132705813981,-0.11603779180198015,z,41
242,2013-10-26T02:10:00.672595,56591.09028556,246851,175.00000000,0.6177072745060203,-0.11794655328973568,g,47
242,2013-10-26T02:13:25.967127,56591.09266166,246852,150.00000000,0.6177064629335349,-0.11794690045367157,r,47
242,2013-10-26T02:16:25.485570,56591.09473942,246853,200.00000000,0.6177057532563123,-0.11794720401760107,i,47
242,2013-10-26T02:20:15.779525,56591.09740486,246854,200.00000000,0.6177048428478016,-0.11794759342709153,z,47
