expnum,date,ra,dec,exptime,band,tag,object
150944,2012/11/14 02:06:13,2:21:07.62,-5:01:20.5,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 258
150954,2012/11/14 02:27:05,2:28:38.03,-4:25:23.5,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 254
150955,2012/11/14 02:29:04,2:28:38.08,-4:25:23.3,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 254
150956,2012/11/14 02:31:03,2:26:00.53,-4:23:23.9,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 251
150957,2012/11/14 02:33:02,2:26:00.48,-4:23:23.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 251
150958,2012/11/14 02:35:02,2:20:56.41,-4:20:57.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 250
150959,2012/11/14 02:37:01,2:20:56.39,-4:20:57.5,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 250
150960,2012/11/14 02:38:59,2:16:22.36,-4:19:57.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 257
150961,2012/11/14 02:41:01,2:16:22.39,-4:19:57.8,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 257
150962,2012/11/14 02:43:09,2:29:38.83,-4:19:24.5,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 253
150963,2012/11/14 02:45:08,2:29:38.74,-4:19:24.5,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-5 tiling 253
150964,2012/11/14 02:47:10,2:25:11.28,-4:15:58.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 252
150965,2012/11/14 02:49:08,2:25:11.25,-4:15:58.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 252
150966,2012/11/14 02:51:15,2:36:28.91,-4:12:54.1,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 256
150967,2012/11/14 02:53:13,2:36:28.87,-4:12:54.2,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 256
150968,2012/11/14 02:55:33,2:17:09.34,-3:58:30.7,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 259
150969,2012/11/14 02:57:31,2:17:09.34,-3:58:30.4,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 259
150970,2012/11/14 02:59:34,2:23:49.85,-3:54:31.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 255
150971,2012/11/14 03:01:33,2:23:49.84,-3:54:31.8,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 255
150972,2012/11/14 03:03:38,2:33:47.64,-3:49:28.1,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 250
150973,2012/11/14 03:05:37,2:33:47.61,-3:49:28.4,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 250
150974,2012/11/14 03:07:36,2:29:13.75,-3:48:28.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 257
150975,2012/11/14 03:09:34,2:29:13.76,-3:48:28.4,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 257
150976,2012/11/14 03:11:34,2:26:50.93,-3:44:42.7,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 258
150977,2012/11/14 03:13:33,2:26:50.91,-3:44:42.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 258
150978,2012/11/14 03:15:39,2:38:02.31,-3:44:29.5,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 252
150979,2012/11/14 03:17:38,2:38:02.32,-3:44:29.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 252
150980,2012/11/14 03:19:49,2:21:28.12,-3:39:35.8,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 254
150981,2012/11/14 03:21:48,2:21:28.14,-3:39:36.0,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 254
150982,2012/11/14 03:23:47,2:18:50.76,-3:37:36.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 251
150983,2012/11/14 03:25:46,2:18:50.73,-3:37:36.8,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 251
150984,2012/11/14 03:27:45,2:22:28.78,-3:33:37.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 253
150985,2012/11/14 03:29:43,2:22:28.65,-3:33:37.4,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_35-4 tiling 253
151304,2012/11/15 00:34:34,2:33:07.49,-4:34:26.4,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 75
151305,2012/11/15 00:40:32,2:33:07.46,-4:34:21.8,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 76
151306,2012/11/15 00:46:31,2:33:07.35,-4:34:25.5,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 77
151307,2012/11/15 00:52:30,2:33:07.74,-4:34:27.7,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 78
151308,2012/11/15 00:58:28,2:33:07.72,-4:34:22.0,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 79
151309,2012/11/15 01:04:26,2:33:07.52,-4:34:27.0,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 80
151310,2012/11/15 01:10:28,2:33:07.97,-4:34:28.5,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 81
151311,2012/11/15 01:16:28,2:33:07.90,-4:34:23.8,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 82
151312,2012/11/15 01:22:27,2:33:07.77,-4:34:27.6,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 83
151313,2012/11/15 01:28:28,2:33:08.21,-4:34:30.0,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 84
151314,2012/11/15 01:34:27,2:33:08.17,-4:34:25.1,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 85
151315,2012/11/15 01:42:23,2:29:19.70,-3:27:53.2,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 256
151316,2012/11/15 01:44:22,2:29:19.69,-3:27:52.5,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 256
151317,2012/11/15 01:46:20,2:29:59.74,-3:27:06.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 259
151318,2012/11/15 01:48:20,2:29:59.74,-3:27:06.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 259
151319,2012/11/15 01:50:22,2:36:39.98,-3:23:07.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 255
151320,2012/11/15 01:52:22,2:36:39.99,-3:23:07.7,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 255
151321,2012/11/15 01:54:23,2:34:18.20,-3:08:11.9,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 254
151322,2012/11/15 01:56:21,2:34:18.14,-3:08:11.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 254
151323,2012/11/15 01:58:24,2:31:40.87,-3:06:12.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 251
151324,2012/11/15 02:00:25,2:31:40.84,-3:06:12.4,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 251
151325,2012/11/15 02:02:25,2:26:38.79,-3:04:25.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 250
151326,2012/11/15 02:04:25,2:26:38.75,-3:04:25.6,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 250
151327,2012/11/15 02:06:25,2:22:05.15,-3:03:25.4,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 257
151328,2012/11/15 02:08:24,2:22:05.08,-3:03:25.7,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 257
151329,2012/11/15 02:10:30,2:35:18.83,-3:02:12.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 253
151330,2012/11/15 02:12:30,2:35:18.83,-3:02:12.2,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_38-4 tiling 253
151331,2012/11/15 02:14:34,2:30:53.26,-2:59:26.2,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 252
151332,2012/11/15 02:16:35,2:30:53.22,-2:59:26.0,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 252
151333,2012/11/15 02:18:56,2:22:51.88,-2:41:58.2,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 259
151334,2012/11/15 02:20:54,2:22:51.90,-2:41:58.2,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 259
151335,2012/11/15 02:22:57,2:29:31.91,-2:37:59.0,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 255
151336,2012/11/15 02:24:58,2:29:31.85,-2:37:59.1,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 255
151337,2012/11/15 02:26:59,2:27:10.16,-2:23:02.7,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 254
151338,2012/11/15 02:28:58,2:27:10.10,-2:23:03.1,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 254
151341,2012/11/15 02:42:49,2:24:31.02,-2:21:09.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 251
151342,2012/11/15 02:44:47,2:24:30.99,-2:21:08.8,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 251
151343,2012/11/15 02:46:47,2:28:08.64,-2:17:09.6,90.0,g,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 253
151344,2012/11/15 02:48:46,2:28:08.67,-2:17:09.8,90.0,r,SVA1_FINALCUT,DES mini1a hex mini1a_37-3 tiling 253
151345,2012/11/15 02:51:34,2:29:48.70,-7:47:58.5,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 258
151346,2012/11/15 02:53:34,2:29:48.58,-7:47:58.8,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 258
151348,2012/11/15 02:56:46,2:32:19.33,-7:31:02.9,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 256
151349,2012/11/15 02:58:45,2:32:19.32,-7:31:03.3,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 256
151351,2012/11/15 03:01:58,2:29:37.04,-7:07:36.9,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 250
151352,2012/11/15 03:03:56,2:29:36.99,-7:07:37.1,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 250
151354,2012/11/15 03:07:11,2:25:01.64,-7:06:37.0,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 257
151355,2012/11/15 03:09:10,2:25:01.61,-7:06:37.1,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 257
151357,2012/11/15 03:12:32,2:22:30.93,-7:02:59.1,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 258
151358,2012/11/15 03:14:31,2:22:30.93,-7:02:59.1,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 258
151360,2012/11/15 03:17:51,2:33:53.09,-7:02:37.9,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 252
151361,2012/11/15 03:19:49,2:33:53.01,-7:02:37.6,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 252
151363,2012/11/15 03:23:07,2:25:01.50,-6:46:03.3,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 256
151364,2012/11/15 03:25:22,2:25:01.49,-6:46:03.6,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 256
151366,2012/11/15 03:28:35,2:25:48.92,-6:45:09.7,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 259
151367,2012/11/15 03:30:38,2:25:48.86,-6:45:10.1,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 259
151369,2012/11/15 03:33:55,2:32:31.24,-6:41:11.0,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 255
151370,2012/11/15 03:35:56,2:32:31.12,-6:41:11.1,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 255
151372,2012/11/15 03:39:10,2:35:33.59,-6:31:24.3,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_39-6 tiling 258
151373,2012/11/15 03:41:09,2:35:33.60,-6:31:24.6,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_39-6 tiling 258
151375,2012/11/15 03:44:24,2:30:08.72,-6:26:15.1,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 254
151376,2012/11/15 03:46:22,2:30:08.65,-6:26:15.3,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 254
151378,2012/11/15 03:50:03,2:27:30.58,-6:24:16.2,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 251
151379,2012/11/15 03:52:05,2:27:30.60,-6:24:16.3,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_37-7 tiling 251
151381,2012/11/15 03:55:19,2:22:19.77,-6:22:37.6,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 250
151382,2012/11/15 03:57:18,2:22:19.74,-6:22:37.8,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 250
151384,2012/11/15 04:00:38,2:17:44.81,-6:21:37.9,90.0,i,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 257
151403,2012/11/15 04:23:46,2:17:45.03,-6:21:38.7,90.0,z,SVA1_FINALCUT,DES mini1a hex mini1a_36-6 tiling 257
151488,2012/11/15 08:36:40,7:23:35.85,-70:09:48.2,120.0,z,SVA1_FINALCUT,Field D
151690,2012/11/16 00:46:07,2:25:53.56,-4:34:59.7,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 75
151691,2012/11/16 00:52:07,2:25:53.50,-4:34:54.6,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 76
151692,2012/11/16 00:58:05,2:25:53.39,-4:34:59.2,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 77
151693,2012/11/16 01:04:03,2:25:53.83,-4:35:01.6,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 78
151694,2012/11/16 01:10:02,2:25:53.79,-4:34:56.6,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 79
151695,2012/11/16 01:16:01,2:25:53.60,-4:35:01.2,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 80
151696,2012/11/16 01:22:00,2:25:54.04,-4:35:04.5,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 81
151697,2012/11/16 01:27:57,2:25:54.03,-4:34:58.9,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 82
151698,2012/11/16 01:33:56,2:25:53.88,-4:35:03.9,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 83
151699,2012/11/16 01:39:54,2:25:54.30,-4:35:05.8,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 84
151700,2012/11/16 01:45:52,2:25:54.23,-4:35:00.8,330.0,z,SVA1_FINALCUT,DES supernova hex SN-X3 tiling 85
151701,2012/11/16 01:52:25,2:19:35.04,-2:17:49.5,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 260
151702,2012/11/16 01:54:23,2:19:34.98,-2:17:48.7,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 260
151703,2012/11/16 01:56:36,2:15:01.51,-2:16:49.0,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 267
151704,2012/11/16 01:58:34,2:15:01.54,-2:16:48.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 267
151705,2012/11/16 02:00:32,2:15:48.15,-1:55:22.1,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 269
151706,2012/11/16 02:02:31,2:15:48.17,-1:55:21.7,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 269
151708,2012/11/16 02:06:33,2:20:06.13,-1:36:26.9,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 264
151709,2012/11/16 02:08:35,2:17:29.08,-1:34:27.6,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 261
151710,2012/11/16 02:10:32,2:17:29.04,-1:34:27.7,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 261
151711,2012/11/16 02:12:34,2:21:06.64,-1:30:28.1,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 263
151712,2012/11/16 02:14:31,2:21:06.66,-1:30:28.0,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 263
151713,2012/11/16 02:16:32,2:25:13.35,-1:00:21.8,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 260
151714,2012/11/16 02:18:30,2:25:13.34,-1:00:21.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 260
151715,2012/11/16 02:20:28,2:20:40.07,-0:59:21.8,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 267
151716,2012/11/16 02:22:27,2:20:40.07,-0:59:21.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 267
151717,2012/11/16 02:24:25,2:18:28.18,-0:53:10.0,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 268
151718,2012/11/16 02:26:23,2:18:28.16,-0:53:09.9,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 268
151719,2012/11/16 02:28:22,2:21:26.66,-0:37:54.6,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 269
151720,2012/11/16 02:30:21,2:21:26.68,-0:37:54.6,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 269
151721,2012/11/16 02:32:21,2:20:57.68,-0:36:14.6,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 266
151722,2012/11/16 02:34:42,2:20:57.64,-0:36:14.6,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 266
151723,2012/11/16 02:36:45,2:28:06.34,-0:33:55.9,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 265
151724,2012/11/16 02:38:43,2:28:06.29,-0:33:55.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 265
151725,2012/11/16 02:40:45,2:25:44.73,-0:19:00.2,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 264
151726,2012/11/16 02:42:44,2:25:44.70,-0:19:00.2,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 264
151727,2012/11/16 02:44:42,2:23:07.64,-0:17:00.9,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 261
151728,2012/11/16 02:46:40,2:23:07.51,-0:17:00.9,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 261
151729,2012/11/16 02:48:45,2:26:45.19,-0:13:01.8,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 263
151730,2012/11/16 02:50:43,2:26:45.17,-0:13:02.1,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_36-1 tiling 263
151731,2012/11/16 02:52:47,2:18:16.95,-0:12:48.4,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 260
151732,2012/11/16 02:54:46,2:18:16.94,-0:12:48.6,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 260
151733,2012/11/16 02:57:00,2:13:43.66,-0:11:48.9,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 267
151734,2012/11/16 02:58:57,2:13:43.70,-0:11:48.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 267
151735,2012/11/16 03:01:02,2:22:31.06,-0:07:49.9,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 262
151736,2012/11/16 03:03:00,2:22:30.99,-0:07:50.2,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 262
151738,2012/11/16 03:07:02,2:14:30.28,0:09:38.7,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 269
151739,2012/11/16 03:09:05,2:21:09.86,0:13:36.9,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 265
151740,2012/11/16 03:11:02,2:21:09.82,0:13:37.0,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 265
151741,2012/11/16 03:13:07,2:30:45.93,0:18:35.8,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 260
151742,2012/11/16 03:15:05,2:30:45.91,0:18:35.4,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 260
151743,2012/11/16 03:17:06,2:26:12.66,0:19:35.4,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 267
151744,2012/11/16 03:19:03,2:26:12.66,0:19:35.1,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 267
151745,2012/11/16 03:21:05,2:18:48.37,0:28:33.0,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 264
151746,2012/11/16 03:23:03,2:18:48.34,0:28:33.1,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 264
151747,2012/11/16 03:25:28,2:16:11.23,0:30:32.1,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 261
151748,2012/11/16 03:27:26,2:16:11.26,0:30:31.8,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 261
151749,2012/11/16 03:29:26,2:19:48.82,0:34:31.0,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35+0 tiling 263
151751,2012/11/16 03:33:43,2:26:59.18,0:41:01.4,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 269
151752,2012/11/16 03:35:41,2:26:59.23,0:41:01.4,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 269
151753,2012/11/16 03:37:42,2:33:38.92,0:45:00.3,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 265
151755,2012/11/16 03:41:40,2:31:17.34,0:59:56.3,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 264
151756,2012/11/16 03:43:38,2:31:17.32,0:59:56.1,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 264
151757,2012/11/16 03:45:36,2:28:40.29,1:01:55.7,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 261
151759,2012/11/16 03:49:35,2:32:17.91,1:05:54.7,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 263
151760,2012/11/16 03:51:33,2:32:17.87,1:05:54.2,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_38+0 tiling 263
151761,2012/11/16 03:53:46,2:19:36.93,-2:17:45.0,90.0,i,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 260
151893,2012/11/17 00:54:44,23:32:29.16,-53:57:54.9,90.0,g,SVA1_FINALCUT,SPT-W
151894,2012/11/17 00:56:57,23:32:54.76,-53:55:55.0,90.0,g,SVA1_FINALCUT,SPT-W
151895,2012/11/17 00:59:12,23:31:57.12,-53:52:55.1,90.0,g,SVA1_FINALCUT,SPT-W
151896,2012/11/17 01:01:27,23:31:34.01,-54:01:25.1,90.0,g,SVA1_FINALCUT,SPT-W
151897,2012/11/17 01:03:40,23:32:52.68,-53:53:24.5,90.0,g,SVA1_FINALCUT,SPT-W
152290,2012/11/18 00:42:34,23:32:33.06,-53:58:18.4,90.0,z,SVA1_FINALCUT,SPT-W
152291,2012/11/18 00:44:34,23:32:56.21,-53:56:17.5,90.0,z,SVA1_FINALCUT,SPT-W
152292,2012/11/18 00:46:34,23:31:58.72,-53:53:17.3,90.0,z,SVA1_FINALCUT,SPT-W
152293,2012/11/18 00:48:34,23:31:35.66,-54:01:47.7,90.0,z,SVA1_FINALCUT,SPT-W
152294,2012/11/18 00:50:33,23:32:54.22,-53:53:47.2,90.0,z,SVA1_FINALCUT,SPT-W
152295,2012/11/18 00:52:31,23:33:23.13,-54:00:17.8,90.0,z,SVA1_FINALCUT,SPT-W
152296,2012/11/18 00:54:31,23:32:54.29,-54:02:47.0,90.0,z,SVA1_FINALCUT,SPT-W
152297,2012/11/18 00:56:31,23:32:13.81,-54:06:16.9,90.0,z,SVA1_FINALCUT,SPT-W
152299,2012/11/18 01:00:28,23:32:22.00,-54:10:16.8,90.0,z,SVA1_FINALCUT,SPT-W
152300,2012/11/18 01:02:28,23:32:37.15,-53:58:16.1,90.0,r,SVA1_FINALCUT,SPT-W
152301,2012/11/18 01:04:27,23:33:02.67,-53:56:15.9,90.0,r,SVA1_FINALCUT,SPT-W
152302,2012/11/18 01:06:28,23:32:05.12,-53:53:15.8,90.0,r,SVA1_FINALCUT,SPT-W
152304,2012/11/18 01:10:26,23:33:00.60,-53:53:46.3,90.0,r,SVA1_FINALCUT,SPT-W
152305,2012/11/18 01:12:26,23:33:29.42,-54:00:16.8,90.0,r,SVA1_FINALCUT,SPT-W
152307,2012/11/18 01:16:25,23:32:20.17,-54:06:17.1,90.0,r,SVA1_FINALCUT,SPT-W
152308,2012/11/18 01:18:23,23:32:04.00,-54:03:16.3,90.0,r,SVA1_FINALCUT,SPT-W
152309,2012/11/18 01:20:22,23:32:28.33,-54:10:17.4,90.0,r,SVA1_FINALCUT,SPT-W
152310,2012/11/18 01:22:21,23:32:57.54,-54:16:47.6,90.0,g,SVA1_FINALCUT,SPT-W
152312,2012/11/18 01:26:19,23:31:47.29,-54:22:47.0,90.0,g,SVA1_FINALCUT,SPT-W
152313,2012/11/18 01:28:20,23:31:30.94,-54:19:45.4,90.0,g,SVA1_FINALCUT,SPT-W
152314,2012/11/18 01:30:18,23:31:55.50,-54:26:47.0,90.0,g,SVA1_FINALCUT,SPT-W
152315,2012/11/18 01:34:34,2:20:01.39,-2:58:05.7,90.0,g,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 268
152316,2012/11/18 01:36:33,2:20:01.40,-2:58:05.1,90.0,r,SVA1_FINALCUT,DES mini1b hex mini1b_35-2 tiling 268
