expnum,date,ra,dec,exptime,band,tag,object,accepted,t_eff,fwhm_asec,ellipticity,analyst,lastchanged_time
364310,2014/10/1 07:11:27,2:25:47.90,-4:36:28.9,330.0,z,None,DES supernova hex SN-X3 tiling 80,True,0.998,0.841,0.124,assess_RUN_v25475,2014/10/1 17:13:16
364311,2014/10/1 07:17:25,2:25:47.92,-4:36:28.8,330.0,z,None,DES supernova hex SN-X3 tiling 81,Unknown,1.419,0.766,0.122,assess_RUN_v25475,2014/10/1 16:47:14
364312,2014/10/1 07:23:23,2:25:47.91,-4:36:28.8,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,1.043,0.802,0.122,assess_RUN_v25475,2014/10/1 16:46:33
364313,2014/10/1 07:29:21,2:25:47.75,-4:36:25.9,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,1.001,0.85,0.118,assess_RUN_v25475,2014/10/1 17:02:57
364314,2014/10/1 07:35:20,2:25:47.74,-4:36:25.7,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.983,0.894,0.116,assess_RUN_v25475,2014/10/1 17:01:59
364315,2014/10/1 07:41:17,2:25:47.75,-4:36:25.8,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.983,0.93,0.112,assess_RUN_v25475,2014/10/1 16:47:22
364635,2014/10/2 03:38:21,2:25:47.34,-4:36:19.5,200.0,g,None,DES supernova hex SN-X3 tiling 23,False,0.091,1.562,0.236,assess_RUN_v25475,2014/10/2 17:46:45
364636,2014/10/2 03:42:08,2:25:47.25,-4:36:24.3,200.0,g,None,DES supernova hex SN-X3 tiling 24,False,0.12,1.396,0.228,assess_RUN_v25475,2014/10/2 17:52:34
364637,2014/10/2 03:45:55,2:25:47.09,-4:36:21.1,200.0,g,None,DES supernova hex SN-X3 tiling 25,False,0.105,1.427,0.229,assess_RUN_v25475,2014/10/2 17:35:14
364639,2014/10/2 03:52:27,3:30:36.16,-28:06:20.4,200.0,g,None,DES supernova hex SN-C3 tiling 23,False,0.063,1.941,0.405,assess_RUN_v25475,2014/10/2 17:36:53
364640,2014/10/2 03:56:14,3:30:36.05,-28:06:25.1,200.0,g,None,DES supernova hex SN-C3 tiling 24,False,0.059,2.012,0.423,assess_RUN_v25475,2014/10/2 17:28:54
364641,2014/10/2 04:00:02,3:30:35.89,-28:06:22.1,200.0,g,None,DES supernova hex SN-C3 tiling 25,False,0.089,1.639,0.244,assess_RUN_v25475,2014/10/2 17:31:09
364643,2014/10/2 04:05:33,3:30:35.45,-28:06:24.1,400.0,r,None,DES supernova hex SN-C3 tiling 23,False,0.127,1.687,0.116,assess_RUN_v25475,2014/10/2 18:04:08
364644,2014/10/2 04:12:41,3:30:35.37,-28:06:28.8,400.0,r,None,DES supernova hex SN-C3 tiling 24,False,0.067,1.67,0.132,assess_RUN_v25475,2014/10/2 18:28:15
364645,2014/10/2 04:19:50,3:30:35.16,-28:06:25.8,400.0,r,None,DES supernova hex SN-C3 tiling 25,False,0.241,1.21,0.133,assess_RUN_v25475,2014/10/2 18:32:47
364647,2014/10/2 04:28:47,3:30:34.98,-28:06:20.9,360.0,i,None,DES supernova hex SN-C3 tiling 30,True,0.307,1.248,0.11,assess_RUN_v25475,2014/10/2 18:30:05
364648,2014/10/2 04:35:16,3:30:35.00,-28:06:20.9,360.0,i,None,DES supernova hex SN-C3 tiling 31,True,0.307,1.56,0.109,assess_RUN_v25475,2014/10/2 18:31:31
364649,2014/10/2 04:41:44,3:30:34.91,-28:06:25.6,360.0,i,None,DES supernova hex SN-C3 tiling 32,True,0.426,1.164,0.12,assess_RUN_v25475,2014/10/2 18:54:31
364650,2014/10/2 04:48:11,3:30:34.92,-28:06:25.7,360.0,i,None,DES supernova hex SN-C3 tiling 33,True,0.491,1.066,0.124,assess_RUN_v25475,2014/10/2 18:35:07
364651,2014/10/2 04:54:40,3:30:34.72,-28:06:22.6,360.0,i,None,DES supernova hex SN-C3 tiling 34,True,0.53,1.048,0.133,assess_RUN_v25475,2014/10/2 19:15:11
364654,2014/10/2 05:13:10,2:44:45.35,-0:59:47.9,175.0,g,None,DES supernova hex SN-S2 tiling 20,False,0.169,1.565,0.273,assess_RUN_v25475,2014/10/2 17:56:55
364655,2014/10/2 05:16:35,2:44:45.37,-0:59:47.9,150.0,r,None,DES supernova hex SN-S2 tiling 20,False,0.3,1.437,0.198,assess_RUN_v25475,2014/10/2 18:24:43
364656,2014/10/2 05:19:33,2:44:45.38,-0:59:47.9,200.0,i,None,DES supernova hex SN-S2 tiling 20,True,0.563,1.279,0.157,assess_RUN_v25475,2014/10/2 18:36:48
364657,2014/10/2 05:23:22,2:44:45.38,-0:59:47.8,200.0,z,None,DES supernova hex SN-S2 tiling 21,True,0.932,1.192,0.165,assess_RUN_v25475,2014/10/2 17:44:12
364658,2014/10/2 05:27:10,2:44:45.32,-0:59:52.4,200.0,z,None,DES supernova hex SN-S2 tiling 22,True,0.762,1.273,0.213,assess_RUN_v25475,2014/10/2 17:42:40
364684,2014/10/2 06:29:30,2:51:15.46,-0:00:31.8,175.0,g,None,DES supernova hex SN-S1 tiling 20,True,0.491,1.368,0.176,assess_RUN_v25475,2014/10/2 18:41:04
364685,2014/10/2 06:32:55,2:51:15.46,-0:00:32.1,150.0,r,None,DES supernova hex SN-S1 tiling 20,True,0.464,1.275,0.196,assess_RUN_v25475,2014/10/2 18:38:15
364686,2014/10/2 06:35:53,2:51:15.46,-0:00:32.0,200.0,i,None,DES supernova hex SN-S1 tiling 20,True,0.82,1.067,0.135,assess_RUN_v25475,2014/10/2 18:39:30
364687,2014/10/2 06:39:42,2:51:15.48,-0:00:32.0,200.0,z,None,DES supernova hex SN-S1 tiling 21,True,1.0,1.053,0.101,assess_RUN_v25475,2014/10/2 17:37:10
364688,2014/10/2 06:43:30,2:51:15.37,-0:00:36.8,200.0,z,None,DES supernova hex SN-S1 tiling 22,True,0.83,1.143,0.098,assess_RUN_v25475,2014/10/2 17:57:25
365054,2014/10/3 04:03:58,3:30:35.31,-28:06:12.6,330.0,z,None,DES supernova hex SN-C3 tiling 75,False,0.024,1.5,0.068,assess_RUN_v25475,2014/10/3 17:37:34
365055,2014/10/3 04:09:57,3:30:35.31,-28:06:12.7,330.0,z,None,DES supernova hex SN-C3 tiling 76,False,0.002,1.553,0.068,assess_RUN_v25475,2014/10/3 17:54:04
365056,2014/10/3 04:15:54,3:30:35.32,-28:06:12.7,330.0,z,None,DES supernova hex SN-C3 tiling 77,False,0.014,1.626,0.061,assess_RUN_v25475,2014/10/3 17:39:38
365057,2014/10/3 04:21:52,3:30:35.31,-28:06:12.7,330.0,z,None,DES supernova hex SN-C3 tiling 78,False,0.008,1.49,0.054,assess_RUN_v25475,2014/10/3 17:45:19
365058,2014/10/3 04:27:50,3:30:35.23,-28:06:17.3,330.0,z,None,DES supernova hex SN-C3 tiling 79,False,0.026,1.288,0.053,assess_RUN_v25475,2014/10/3 18:33:14
365059,2014/10/3 04:33:48,3:30:35.24,-28:06:17.4,330.0,z,None,DES supernova hex SN-C3 tiling 80,False,0.064,1.138,0.057,assess_RUN_v25475,2014/10/3 17:42:19
365060,2014/10/3 04:39:46,3:30:35.24,-28:06:17.4,330.0,z,None,DES supernova hex SN-C3 tiling 81,False,0.088,1.262,0.083,assess_RUN_v25475,2014/10/3 18:00:57
365061,2014/10/3 04:45:44,3:30:35.22,-28:06:17.4,330.0,z,None,DES supernova hex SN-C3 tiling 82,False,0.148,1.219,0.066,assess_RUN_v25475,2014/10/3 17:53:55
365062,2014/10/3 04:51:42,3:30:35.05,-28:06:14.4,330.0,z,None,DES supernova hex SN-C3 tiling 83,False,0.05,1.276,0.059,assess_RUN_v25475,2014/10/3 17:47:44
365063,2014/10/3 04:57:39,3:30:35.05,-28:06:14.4,330.0,z,None,DES supernova hex SN-C3 tiling 84,False,0.048,1.298,0.055,assess_RUN_v25475,2014/10/3 17:53:15
365064,2014/10/3 05:03:37,3:30:35.06,-28:06:14.4,330.0,z,None,DES supernova hex SN-C3 tiling 85,False,0.007,1.655,0.217,assess_RUN_v25475,2014/10/3 17:43:29
365068,2014/10/3 05:20:13,3:36:17.93,-27:12:15.9,175.0,g,None,DES supernova hex SN-C1 tiling 20,False,0.011,1.568,0.239,assess_RUN_v25475,2014/10/3 14:38:48
365069,2014/10/3 05:23:37,3:36:17.93,-27:12:15.8,150.0,r,None,DES supernova hex SN-C1 tiling 20,False,0.004,1.548,0.098,assess_RUN_v25475,2014/10/3 16:22:26
365070,2014/10/3 05:26:35,3:36:17.95,-27:12:15.9,200.0,i,None,DES supernova hex SN-C1 tiling 20,False,0.02,1.536,0.057,assess_RUN_v25475,2014/10/3 15:06:45
365071,2014/10/3 05:30:23,3:36:17.95,-27:12:15.8,200.0,z,None,DES supernova hex SN-C1 tiling 21,False,0.006,1.544,0.061,assess_RUN_v25475,2014/10/3 17:27:23
365072,2014/10/3 05:34:11,3:36:17.85,-27:12:20.5,200.0,z,None,DES supernova hex SN-C1 tiling 22,False,0.006,1.306,0.063,assess_RUN_v25475,2014/10/3 18:10:01
365074,2014/10/3 05:40:11,3:37:05.90,-29:05:18.5,175.0,g,None,DES supernova hex SN-C2 tiling 20,False,0.0,1.649,0.386,assess_RUN_v25475,2014/10/3 15:24:00
365075,2014/10/3 05:43:33,3:37:05.89,-29:05:18.4,150.0,r,None,DES supernova hex SN-C2 tiling 20,False,0.002,1.337,0.144,assess_RUN_v25475,2014/10/3 14:56:53
365076,2014/10/3 05:46:32,3:37:05.90,-29:05:18.4,200.0,i,None,DES supernova hex SN-C2 tiling 20,False,0.01,1.116,0.08,assess_RUN_v25475,2014/10/3 14:43:53
365077,2014/10/3 05:50:21,3:37:05.91,-29:05:18.4,200.0,z,None,DES supernova hex SN-C2 tiling 21,False,0.038,1.093,0.057,assess_RUN_v25475,2014/10/3 17:33:00
365078,2014/10/3 05:54:09,3:37:05.82,-29:05:23.1,200.0,z,None,DES supernova hex SN-C2 tiling 22,False,0.005,1.084,0.061,assess_RUN_v25475,2014/10/3 17:25:06
365488,2014/10/4 07:47:51,0:31:29.91,-43:00:27.2,175.0,g,None,DES supernova hex SN-E1 tiling 20,False,0.05,3.543,0.707,assess_RUN_v25475,2014/10/6 15:38:04
365489,2014/10/4 07:51:14,0:31:29.88,-43:00:27.2,150.0,r,None,DES supernova hex SN-E1 tiling 20,False,0.045,3.577,0.672,assess_RUN_v25475,2014/10/6 16:00:29
365490,2014/10/4 07:54:13,0:31:29.90,-43:00:27.2,200.0,i,None,DES supernova hex SN-E1 tiling 20,False,0.053,3.371,0.401,assess_RUN_v25475,2014/10/6 16:03:42
365491,2014/10/4 07:58:02,0:31:29.91,-43:00:27.2,200.0,z,None,DES supernova hex SN-E1 tiling 21,False,0.086,2.949,0.255,assess_RUN_v25475,2014/10/4 16:08:27
365491,2014/10/4 07:58:02,0:31:29.91,-43:00:27.2,200.0,z,None,DES supernova hex SN-E1 tiling 21,False,0.086,2.959,0.266,assess_RUN_v25475,2014/10/4 08:53:20
365492,2014/10/4 08:01:51,0:31:29.78,-43:00:31.8,200.0,z,None,DES supernova hex SN-E1 tiling 22,False,0.076,3.146,0.282,assess_RUN_v25475,2014/10/4 08:55:32
365492,2014/10/4 08:01:51,0:31:29.78,-43:00:31.8,200.0,z,None,DES supernova hex SN-E1 tiling 22,False,0.077,3.136,0.28,assess_RUN_v25475,2014/10/4 16:09:45
365494,2014/10/4 08:07:24,0:38:01.21,-43:59:58.0,175.0,g,None,DES supernova hex SN-E2 tiling 20,False,0.049,3.993,0.722,assess_RUN_v25475,2014/10/6 15:55:01
365495,2014/10/4 08:10:48,0:38:01.22,-43:59:58.0,150.0,r,None,DES supernova hex SN-E2 tiling 20,False,0.062,3.445,0.657,assess_RUN_v25475,2014/10/6 16:04:31
365496,2014/10/4 08:13:47,0:38:01.22,-43:59:58.0,200.0,i,None,DES supernova hex SN-E2 tiling 20,False,0.061,3.631,0.406,assess_RUN_v25475,2014/10/6 16:04:22
365497,2014/10/4 08:17:36,0:38:01.22,-43:59:58.0,200.0,z,None,DES supernova hex SN-E2 tiling 21,False,0.09,2.915,0.259,assess_RUN_v25475,2014/10/4 09:41:34
365497,2014/10/4 08:17:36,0:38:01.22,-43:59:58.0,200.0,z,None,DES supernova hex SN-E2 tiling 21,False,0.091,2.908,0.258,assess_RUN_v25475,2014/10/4 16:29:32
365498,2014/10/4 08:21:24,0:38:01.10,-44:00:02.6,200.0,z,None,DES supernova hex SN-E2 tiling 22,False,0.071,3.219,0.289,assess_RUN_v25475,2014/10/4 09:37:18
365498,2014/10/4 08:21:24,0:38:01.10,-44:00:02.6,200.0,z,None,DES supernova hex SN-E2 tiling 22,False,0.072,3.211,0.286,assess_RUN_v25475,2014/10/4 16:16:08
365500,2014/10/4 08:28:24,2:17:56.15,-4:56:03.5,175.0,g,None,DES supernova hex SN-X1 tiling 20,False,0.053,3.558,0.708,assess_RUN_v25475,2014/10/6 15:52:48
365501,2014/10/4 08:31:49,2:17:56.16,-4:56:03.5,150.0,r,None,DES supernova hex SN-X1 tiling 20,False,0.054,3.528,0.656,assess_RUN_v25475,2014/10/6 16:02:38
365502,2014/10/4 08:34:48,2:17:56.17,-4:56:03.6,200.0,i,None,DES supernova hex SN-X1 tiling 20,False,0.079,3.176,0.377,assess_RUN_v25475,2014/10/6 16:03:56
365503,2014/10/4 08:38:37,2:17:56.18,-4:56:03.5,200.0,z,None,DES supernova hex SN-X1 tiling 21,False,0.074,3.173,0.299,assess_RUN_v25475,2014/10/4 09:27:27
365503,2014/10/4 08:38:37,2:17:56.18,-4:56:03.5,200.0,z,None,DES supernova hex SN-X1 tiling 21,False,0.075,3.164,0.296,assess_RUN_v25475,2014/10/4 16:13:15
365504,2014/10/4 08:42:26,2:17:56.08,-4:56:08.3,200.0,z,None,DES supernova hex SN-X1 tiling 22,False,0.066,3.302,0.294,assess_RUN_v25475,2014/10/4 16:13:53
365504,2014/10/4 08:42:26,2:17:56.08,-4:56:08.3,200.0,z,None,DES supernova hex SN-X1 tiling 22,False,0.066,3.312,0.294,assess_RUN_v25475,2014/10/4 09:26:28
365506,2014/10/4 08:47:58,2:22:41.04,-6:25:09.7,175.0,g,None,DES supernova hex SN-X2 tiling 20,False,0.051,3.617,0.711,assess_RUN_v25475,2014/10/6 15:52:03
365507,2014/10/4 08:51:21,2:22:41.04,-6:25:09.8,150.0,r,None,DES supernova hex SN-X2 tiling 20,False,0.058,3.276,0.632,assess_RUN_v25475,2014/10/6 16:14:38
365508,2014/10/4 08:54:20,2:22:41.05,-6:25:09.7,200.0,i,None,DES supernova hex SN-X2 tiling 20,False,0.071,3.077,0.325,assess_RUN_v25475,2014/10/6 16:00:29
365509,2014/10/4 08:58:08,2:22:41.06,-6:25:09.7,200.0,z,None,DES supernova hex SN-X2 tiling 21,False,0.066,3.062,0.267,assess_RUN_v25475,2014/10/4 16:08:12
365509,2014/10/4 08:58:08,2:22:41.06,-6:25:09.7,200.0,z,None,DES supernova hex SN-X2 tiling 21,False,0.066,3.064,0.266,assess_RUN_v25475,2014/10/4 10:01:28
365510,2014/10/4 09:01:58,2:22:40.98,-6:25:14.3,200.0,z,None,DES supernova hex SN-X2 tiling 22,False,0.056,3.26,0.283,assess_RUN_v25475,2014/10/4 16:17:17
365510,2014/10/4 09:01:58,2:22:40.98,-6:25:14.3,200.0,z,None,DES supernova hex SN-X2 tiling 22,False,0.056,3.271,0.286,assess_RUN_v25475,2014/10/4 09:57:47
365662,2014/10/5 07:09:04,3:30:35.68,-28:05:59.9,330.0,z,None,DES supernova hex SN-C3 tiling 75,False,0.031,5.046,0.356,assess_RUN_v25475,2014/10/6 15:55:35
365663,2014/10/5 07:15:03,3:30:35.66,-28:06:00.0,330.0,z,None,DES supernova hex SN-C3 tiling 76,False,0.039,4.698,0.345,assess_RUN_v25475,2014/10/6 15:40:13
365664,2014/10/5 07:21:02,3:30:35.67,-28:06:00.0,330.0,z,None,DES supernova hex SN-C3 tiling 77,False,0.035,4.912,0.35,assess_RUN_v25475,2014/10/6 15:46:40
365665,2014/10/5 07:27:03,3:30:35.68,-28:06:00.0,330.0,z,None,DES supernova hex SN-C3 tiling 78,False,0.044,4.513,0.349,assess_RUN_v25475,2014/10/6 15:51:28
365666,2014/10/5 07:33:01,3:30:35.59,-28:06:04.7,330.0,z,None,DES supernova hex SN-C3 tiling 79,False,0.047,4.318,0.334,assess_RUN_v25475,2014/10/6 15:43:00
365667,2014/10/5 07:38:59,3:30:35.59,-28:06:04.8,330.0,z,None,DES supernova hex SN-C3 tiling 80,False,0.058,3.914,0.312,assess_RUN_v25475,2014/10/6 15:38:04
365668,2014/10/5 07:44:57,3:30:35.61,-28:06:04.8,330.0,z,None,DES supernova hex SN-C3 tiling 81,False,0.06,4.049,0.34,assess_RUN_v25475,2014/10/6 15:45:28
365669,2014/10/5 07:50:57,3:30:35.59,-28:06:04.7,330.0,z,None,DES supernova hex SN-C3 tiling 82,False,0.071,3.61,0.306,assess_RUN_v25475,2014/10/6 15:48:41
365670,2014/10/5 07:56:55,3:30:35.42,-28:06:01.8,330.0,z,None,DES supernova hex SN-C3 tiling 83,False,0.103,3.003,0.272,assess_RUN_v25475,2014/10/6 15:46:54
365671,2014/10/5 08:02:53,3:30:35.40,-28:06:01.7,330.0,z,None,DES supernova hex SN-C3 tiling 84,False,0.096,3.158,0.29,assess_RUN_v25475,2014/10/6 15:39:46
365672,2014/10/5 08:08:52,3:30:35.42,-28:06:01.7,330.0,z,None,DES supernova hex SN-C3 tiling 85,False,0.091,3.268,0.293,assess_RUN_v25475,2014/10/6 15:54:12
365684,2014/10/5 08:39:02,3:37:08.68,-29:05:53.3,175.0,g,None,DES supernova hex SN-C2 tiling 20,False,0.084,3.56,0.643,assess_RUN_v25475,2014/10/6 15:37:42
365685,2014/10/5 08:42:25,3:37:08.69,-29:05:53.4,150.0,r,None,DES supernova hex SN-C2 tiling 20,False,0.075,3.248,0.623,assess_RUN_v25475,2014/10/6 15:47:28
365686,2014/10/5 08:45:22,3:37:08.72,-29:05:53.4,200.0,i,None,DES supernova hex SN-C2 tiling 20,False,0.09,3.111,0.407,assess_RUN_v25475,2014/10/6 15:52:35
365687,2014/10/5 08:49:12,3:37:08.71,-29:05:53.3,200.0,z,None,DES supernova hex SN-C2 tiling 21,False,0.062,3.433,0.322,assess_RUN_v25475,2014/10/6 15:33:14
365688,2014/10/5 08:53:00,3:37:08.61,-29:05:58.2,200.0,z,None,DES supernova hex SN-C2 tiling 22,False,0.071,3.266,0.308,assess_RUN_v25475,2014/10/6 15:41:33
365690,2014/10/5 08:59:40,2:51:18.44,-0:00:27.0,175.0,g,None,DES supernova hex SN-S1 tiling 20,False,0.042,4.15,0.722,assess_RUN_v25475,2014/10/6 15:37:16
365691,2014/10/5 09:03:04,2:51:18.47,-0:00:27.0,150.0,r,None,DES supernova hex SN-S1 tiling 20,False,0.037,3.892,0.639,assess_RUN_v25475,2014/10/6 15:34:56
365692,2014/10/5 09:06:02,2:51:18.42,-0:00:27.0,200.0,i,None,DES supernova hex SN-S1 tiling 20,False,0.046,3.619,0.358,assess_RUN_v25475,2014/10/6 15:39:19
365693,2014/10/5 09:09:50,2:51:18.43,-0:00:27.0,200.0,z,None,DES supernova hex SN-S1 tiling 21,False,0.035,4.07,0.33,assess_RUN_v25475,2014/10/6 15:33:33
365694,2014/10/5 09:13:38,2:51:18.36,-0:00:31.7,200.0,z,None,DES supernova hex SN-S1 tiling 22,False,0.025,4.731,0.337,assess_RUN_v25475,2014/10/6 15:28:58
366012,2014/10/6 03:46:01,2:25:46.98,-4:36:34.0,400.0,r,None,DES supernova hex SN-X3 tiling 23,False,0.055,1.533,0.087,assess_RUN_v25475,2014/10/6 23:54:52
366013,2014/10/6 03:53:09,2:25:46.92,-4:36:38.5,400.0,r,None,DES supernova hex SN-X3 tiling 24,False,0.013,1.823,0.107,assess_RUN_v25475,2014/10/6 22:24:03
366014,2014/10/6 04:00:18,2:25:46.74,-4:36:35.6,400.0,r,None,DES supernova hex SN-X3 tiling 25,False,0.012,1.74,0.08,assess_RUN_v25475,2014/10/6 22:14:17
366016,2014/10/6 04:09:14,2:25:47.72,-4:36:26.5,360.0,i,None,DES supernova hex SN-X3 tiling 30,False,0.095,1.732,0.084,assess_RUN_v25475,2014/10/6 23:00:26
366017,2014/10/6 04:15:42,2:25:47.72,-4:36:26.4,360.0,i,None,DES supernova hex SN-X3 tiling 31,False,0.113,1.512,0.087,assess_RUN_v25475,2014/10/6 22:47:40
366018,2014/10/6 04:22:10,2:25:47.65,-4:36:31.0,360.0,i,None,DES supernova hex SN-X3 tiling 32,False,0.113,1.557,0.082,assess_RUN_v25475,2014/10/6 22:41:46
366019,2014/10/6 04:28:38,2:25:47.64,-4:36:31.1,360.0,i,None,DES supernova hex SN-X3 tiling 33,False,0.126,1.412,0.093,assess_RUN_v25475,2014/10/6 22:52:31
366020,2014/10/6 04:35:06,2:25:47.50,-4:36:28.1,360.0,i,None,DES supernova hex SN-X3 tiling 34,False,0.133,1.384,0.093,assess_RUN_v25475,2014/10/6 22:35:16
366022,2014/10/6 04:43:22,2:25:47.26,-4:36:24.7,330.0,z,None,DES supernova hex SN-X3 tiling 75,True,0.357,1.321,0.085,assess_RUN_v25475,2014/10/7 01:18:13
366023,2014/10/6 04:49:22,2:25:47.26,-4:36:24.7,330.0,z,None,DES supernova hex SN-X3 tiling 76,True,0.38,1.272,0.084,assess_RUN_v25475,2014/10/7 01:07:23
366024,2014/10/6 04:55:20,2:25:47.27,-4:36:24.6,330.0,z,None,DES supernova hex SN-X3 tiling 77,True,0.303,1.4,0.084,assess_RUN_v25475,2014/10/7 01:25:35
366025,2014/10/6 05:01:18,2:25:47.28,-4:36:24.7,330.0,z,None,DES supernova hex SN-X3 tiling 78,True,0.35,1.299,0.095,assess_RUN_v25475,2014/10/7 02:16:38
366026,2014/10/6 05:07:16,2:25:47.19,-4:36:29.2,330.0,z,None,DES supernova hex SN-X3 tiling 79,True,0.371,1.231,0.094,assess_RUN_v25475,2014/10/7 01:14:52
366027,2014/10/6 05:13:13,2:25:47.18,-4:36:29.3,330.0,z,None,DES supernova hex SN-X3 tiling 80,False,0.287,1.404,0.105,assess_RUN_v25475,2014/10/7 01:18:30
366028,2014/10/6 05:19:11,2:25:47.21,-4:36:29.3,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,0.311,1.376,0.082,assess_RUN_v25475,2014/10/7 01:14:43
366029,2014/10/6 05:25:08,2:25:47.20,-4:36:29.3,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,0.323,1.382,0.082,assess_RUN_v25475,2014/10/7 01:16:29
366030,2014/10/6 05:31:07,2:25:47.03,-4:36:26.4,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,0.376,1.301,0.092,assess_RUN_v25475,2014/10/7 01:33:25
366031,2014/10/6 05:37:04,2:25:47.02,-4:36:26.3,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.367,1.322,0.099,assess_RUN_v25475,2014/10/7 01:21:33
366032,2014/10/6 05:43:02,2:25:47.04,-4:36:26.3,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.368,1.313,0.09,assess_RUN_v25475,2014/10/7 01:20:23
366034,2014/10/6 05:51:38,3:30:35.60,-28:06:24.1,400.0,r,None,DES supernova hex SN-C3 tiling 23,False,0.097,1.333,0.099,assess_RUN_v25475,2014/10/6 22:40:11
366035,2014/10/6 05:58:46,3:30:35.49,-28:06:28.8,400.0,r,None,DES supernova hex SN-C3 tiling 24,False,0.07,1.324,0.102,assess_RUN_v25475,2014/10/6 22:41:05
366036,2014/10/6 06:05:57,3:30:35.32,-28:06:25.8,400.0,r,None,DES supernova hex SN-C3 tiling 25,False,0.029,1.337,0.099,assess_RUN_v25475,2014/10/6 22:46:01
366038,2014/10/6 06:14:57,3:30:35.18,-28:06:11.5,360.0,i,None,DES supernova hex SN-C3 tiling 30,False,0.19,1.398,0.09,assess_RUN_v25475,2014/10/6 22:43:58
366039,2014/10/6 06:21:26,3:30:35.17,-28:06:11.6,360.0,i,None,DES supernova hex SN-C3 tiling 31,False,0.19,1.36,0.098,assess_RUN_v25475,2014/10/7 00:36:03
366040,2014/10/6 06:27:54,3:30:35.10,-28:06:16.2,360.0,i,None,DES supernova hex SN-C3 tiling 32,False,0.192,1.347,0.093,assess_RUN_v25475,2014/10/6 22:52:17
366041,2014/10/6 06:34:23,3:30:35.08,-28:06:16.2,360.0,i,None,DES supernova hex SN-C3 tiling 33,False,0.188,1.391,0.088,assess_RUN_v25475,2014/10/6 23:23:35
366042,2014/10/6 06:40:52,3:30:34.90,-28:06:13.3,360.0,i,None,DES supernova hex SN-C3 tiling 34,False,0.169,1.529,0.087,assess_RUN_v25475,2014/10/6 22:58:02
366071,2014/10/6 07:27:54,3:30:35.13,-28:06:16.8,200.0,g,None,DES supernova hex SN-C3 tiling 23,False,0.044,1.517,0.125,assess_RUN_v25475,2014/10/6 22:01:22
366072,2014/10/6 07:31:43,3:30:35.04,-28:06:21.6,200.0,g,None,DES supernova hex SN-C3 tiling 24,False,0.051,1.408,0.124,assess_RUN_v25475,2014/10/6 22:09:08
366073,2014/10/6 07:35:31,3:30:34.85,-28:06:18.5,200.0,g,None,DES supernova hex SN-C3 tiling 25,False,0.053,1.374,0.121,assess_RUN_v25475,2014/10/6 22:49:15
366101,2014/10/6 08:20:11,2:17:54.26,-4:55:46.1,175.0,g,None,DES supernova hex SN-X1 tiling 20,False,0.029,1.834,0.204,assess_RUN_v25475,2014/10/6 21:53:11
366102,2014/10/6 08:23:35,2:17:54.27,-4:55:46.2,150.0,r,None,DES supernova hex SN-X1 tiling 20,False,0.07,1.643,0.114,assess_RUN_v25475,2014/10/6 22:19:40
366103,2014/10/6 08:26:34,2:17:54.26,-4:55:46.1,200.0,i,None,DES supernova hex SN-X1 tiling 20,False,0.165,1.44,0.076,assess_RUN_v25475,2014/10/6 22:31:24
366104,2014/10/6 08:30:24,2:17:54.27,-4:55:46.2,200.0,z,None,DES supernova hex SN-X1 tiling 21,True,0.438,1.137,0.09,assess_RUN_v25475,2014/10/7 01:16:21
366105,2014/10/6 08:34:12,2:17:54.17,-4:55:50.8,200.0,z,None,DES supernova hex SN-X1 tiling 22,True,0.424,1.158,0.083,assess_RUN_v25475,2014/10/7 01:26:53
366107,2014/10/6 08:39:46,2:22:39.42,-6:24:54.1,175.0,g,None,DES supernova hex SN-X2 tiling 20,False,0.078,1.595,0.227,assess_RUN_v25475,2014/10/6 23:29:41
366108,2014/10/6 08:43:09,2:22:39.43,-6:24:54.1,150.0,r,None,DES supernova hex SN-X2 tiling 20,False,0.164,1.347,0.119,assess_RUN_v25475,2014/10/7 00:21:56
366109,2014/10/6 08:46:07,2:22:39.42,-6:24:54.0,200.0,i,None,DES supernova hex SN-X2 tiling 20,False,0.268,1.242,0.097,assess_RUN_v25475,2014/10/6 23:24:28
366110,2014/10/6 08:49:55,2:22:39.43,-6:24:54.1,200.0,z,None,DES supernova hex SN-X2 tiling 21,True,0.538,1.086,0.089,assess_RUN_v25475,2014/10/7 01:21:05
366111,2014/10/6 08:53:42,2:22:39.35,-6:24:58.8,200.0,z,None,DES supernova hex SN-X2 tiling 22,True,0.476,1.177,0.085,assess_RUN_v25475,2014/10/7 01:27:52
367109,2014/10/13 00:06:44,0:31:28.92,-43:00:48.2,175.0,g,None,DES supernova hex SN-E1 tiling 20,False,0.279,1.829,0.28,assess_RUN_v25475,2014/10/13 22:16:56
367110,2014/10/13 00:10:07,0:31:28.94,-43:00:48.3,150.0,r,None,DES supernova hex SN-E1 tiling 20,False,0.197,1.552,0.132,assess_RUN_v25475,2014/10/13 22:26:04
