expnum,date,ra,dec,exptime,band,tag,object,accepted,t_eff,fwhm_asec,ellipticity,analyst,lastchanged_time
381542,2014/11/26 03:17:16,2:25:48.07,-4:36:00.1,330.0,z,None,DES supernova hex SN-X3 tiling 76,True,0.804,0.876,0.12,assess_RUN_v25475,2014/11/26 05:07:54
381543,2014/11/26 03:23:14,2:25:48.07,-4:36:00.0,330.0,z,None,DES supernova hex SN-X3 tiling 77,True,0.768,0.898,0.13,assess_RUN_v25475,2014/11/26 05:27:34
381544,2014/11/26 03:29:12,2:25:48.09,-4:36:00.0,330.0,z,None,DES supernova hex SN-X3 tiling 78,True,0.766,0.891,0.137,assess_RUN_v25475,2014/11/26 05:32:49
381545,2014/11/26 03:35:09,2:25:47.98,-4:36:04.8,330.0,z,None,DES supernova hex SN-X3 tiling 79,True,0.761,0.892,0.14,assess_RUN_v25475,2014/11/26 05:15:49
381546,2014/11/26 03:41:07,2:25:48.01,-4:36:04.7,330.0,z,None,DES supernova hex SN-X3 tiling 80,True,0.77,0.888,0.137,assess_RUN_v25475,2014/11/26 05:56:04
381547,2014/11/26 03:47:05,2:25:48.03,-4:36:04.7,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,0.891,0.826,0.123,assess_RUN_v25475,2014/11/26 05:42:11
381548,2014/11/26 03:53:03,2:25:48.00,-4:36:04.7,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,0.872,0.833,0.12,assess_RUN_v25475,2014/11/26 05:51:17
381549,2014/11/26 03:59:00,2:25:47.86,-4:36:01.7,330.0,z,None,DES supernova hex SN-X3 tiling 83,Unknown,1.076,0.818,0.121,assess_RUN_v25475,2014/11/26 06:10:59
381550,2014/11/26 04:04:59,2:25:47.83,-4:36:01.7,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.835,0.918,0.115,assess_RUN_v25475,2014/11/26 06:08:05
381551,2014/11/26 04:10:56,2:25:47.84,-4:36:01.7,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.857,0.88,0.117,assess_RUN_v25475,2014/11/26 06:04:56
381553,2014/11/26 04:19:05,2:44:46.33,-0:59:33.7,175.0,g,None,DES supernova hex SN-S2 tiling 20,True,0.601,1.16,0.168,assess_RUN_v25475,2014/11/26 06:08:34
381554,2014/11/26 04:22:27,2:44:46.34,-0:59:33.7,150.0,r,None,DES supernova hex SN-S2 tiling 20,True,0.748,0.997,0.153,assess_RUN_v25475,2014/11/26 06:09:36
381555,2014/11/26 04:25:25,2:44:46.33,-0:59:33.7,200.0,i,None,DES supernova hex SN-S2 tiling 20,True,0.635,0.937,0.121,assess_RUN_v25475,2014/11/26 06:24:46
381556,2014/11/26 04:29:12,2:44:46.32,-0:59:33.8,200.0,z,None,DES supernova hex SN-S2 tiling 21,True,0.774,0.906,0.113,assess_RUN_v25475,2014/11/26 06:02:53
381557,2014/11/26 04:33:00,2:44:46.24,-0:59:38.5,200.0,z,None,DES supernova hex SN-S2 tiling 22,True,0.769,0.905,0.104,assess_RUN_v25475,2014/11/26 06:00:28
381559,2014/11/26 04:38:28,2:51:16.45,-0:00:12.6,175.0,g,None,DES supernova hex SN-S1 tiling 20,True,0.543,1.205,0.168,assess_RUN_v25475,2014/11/26 05:59:15
381560,2014/11/26 04:41:51,2:51:16.44,-0:00:12.6,150.0,r,None,DES supernova hex SN-S1 tiling 20,True,0.707,1.017,0.146,assess_RUN_v25475,2014/11/26 06:01:56
381561,2014/11/26 04:44:49,2:51:16.45,-0:00:12.6,200.0,i,None,DES supernova hex SN-S1 tiling 20,True,0.664,0.954,0.112,assess_RUN_v25475,2014/11/26 06:38:57
381562,2014/11/26 04:48:38,2:51:16.46,-0:00:12.6,200.0,z,None,DES supernova hex SN-S1 tiling 21,True,0.676,0.975,0.092,assess_RUN_v25475,2014/11/26 06:19:01
381563,2014/11/26 04:52:25,2:51:16.38,-0:00:17.4,200.0,z,None,DES supernova hex SN-S1 tiling 22,True,0.642,0.994,0.086,assess_RUN_v25475,2014/11/26 06:36:54
381565,2014/11/26 04:58:57,3:30:34.88,-28:06:10.9,200.0,g,None,DES supernova hex SN-C3 tiling 23,True,0.956,1.046,0.195,assess_RUN_v25475,2014/11/26 06:47:58
381566,2014/11/26 05:02:44,3:30:34.79,-28:06:15.6,200.0,g,None,DES supernova hex SN-C3 tiling 24,True,0.837,1.117,0.188,assess_RUN_v25475,2014/11/26 06:48:41
381567,2014/11/26 05:06:31,3:30:34.60,-28:06:12.6,200.0,g,None,DES supernova hex SN-C3 tiling 25,True,0.925,1.059,0.186,assess_RUN_v25475,2014/11/26 06:40:16
381569,2014/11/26 05:12:00,3:30:35.15,-28:06:07.5,400.0,r,None,DES supernova hex SN-C3 tiling 23,Unknown,0.95,1.023,0.193,assess_RUN_v25475,2014/11/26 07:40:51
381570,2014/11/26 05:19:09,3:30:35.05,-28:06:12.3,400.0,r,None,DES supernova hex SN-C3 tiling 24,Unknown,0.971,1.023,0.193,assess_RUN_v25475,2014/11/26 08:20:15
381571,2014/11/26 05:26:17,3:30:34.87,-28:06:09.2,400.0,r,None,DES supernova hex SN-C3 tiling 25,Unknown,0.87,1.09,0.189,assess_RUN_v25475,2014/11/26 08:17:42
381573,2014/11/26 05:35:15,3:30:35.20,-28:06:06.8,360.0,i,None,DES supernova hex SN-C3 tiling 30,True,0.622,0.988,0.14,assess_RUN_v25475,2014/11/26 07:27:36
381574,2014/11/26 05:41:44,3:30:35.21,-28:06:06.8,360.0,i,None,DES supernova hex SN-C3 tiling 31,True,0.622,0.987,0.14,assess_RUN_v25475,2014/11/26 08:28:57
381575,2014/11/26 05:48:12,3:30:35.11,-28:06:11.6,360.0,i,None,DES supernova hex SN-C3 tiling 32,True,0.634,0.968,0.14,assess_RUN_v25475,2014/11/26 08:32:35
381576,2014/11/26 05:54:40,3:30:35.13,-28:06:11.5,360.0,i,None,DES supernova hex SN-C3 tiling 33,True,0.591,1.022,0.137,assess_RUN_v25475,2014/11/26 08:21:39
381577,2014/11/26 06:01:08,3:30:34.93,-28:06:08.5,360.0,i,None,DES supernova hex SN-C3 tiling 34,True,0.638,0.948,0.137,assess_RUN_v25475,2014/11/26 07:57:24
381579,2014/11/26 06:09:28,3:30:35.28,-28:06:01.8,330.0,z,None,DES supernova hex SN-C3 tiling 75,True,1.226,0.84,0.117,assess_RUN_v25475,2014/11/26 07:40:01
381580,2014/11/26 06:15:25,3:30:35.28,-28:06:01.7,330.0,z,None,DES supernova hex SN-C3 tiling 76,True,1.187,0.863,0.114,assess_RUN_v25475,2014/11/26 08:06:08
381581,2014/11/26 06:21:23,3:30:35.29,-28:06:01.7,330.0,z,None,DES supernova hex SN-C3 tiling 77,True,0.883,1.016,0.102,assess_RUN_v25475,2014/11/26 07:44:33
381582,2014/11/26 06:27:20,3:30:35.28,-28:06:01.7,330.0,z,None,DES supernova hex SN-C3 tiling 78,True,0.83,0.99,0.103,assess_RUN_v25475,2014/11/26 08:20:59
381583,2014/11/26 06:33:17,3:30:35.21,-28:06:06.4,330.0,z,None,DES supernova hex SN-C3 tiling 79,True,0.839,0.918,0.106,assess_RUN_v25475,2014/11/26 07:55:44
381584,2014/11/26 06:39:15,3:30:35.19,-28:06:06.5,330.0,z,None,DES supernova hex SN-C3 tiling 80,True,0.809,0.915,0.107,assess_RUN_v25475,2014/11/26 08:03:33
381585,2014/11/26 06:45:14,3:30:35.20,-28:06:06.4,330.0,z,None,DES supernova hex SN-C3 tiling 81,True,0.734,0.991,0.103,assess_RUN_v25475,2014/11/26 08:51:52
381586,2014/11/26 06:51:13,3:30:35.19,-28:06:06.4,330.0,z,None,DES supernova hex SN-C3 tiling 82,True,0.702,1.002,0.098,assess_RUN_v25475,2014/11/26 08:46:01
381587,2014/11/26 06:57:10,3:30:35.02,-28:06:03.4,330.0,z,None,DES supernova hex SN-C3 tiling 83,True,0.55,1.113,0.093,assess_RUN_v25475,2014/11/26 08:06:13
381588,2014/11/26 07:03:08,3:30:35.01,-28:06:03.5,330.0,z,None,DES supernova hex SN-C3 tiling 84,True,0.518,1.134,0.088,assess_RUN_v25475,2014/11/26 08:19:30
381589,2014/11/26 07:09:06,3:30:35.02,-28:06:03.5,330.0,z,None,DES supernova hex SN-C3 tiling 85,True,0.446,1.205,0.082,assess_RUN_v25475,2014/11/26 08:43:53
381591,2014/11/26 07:16:34,3:37:05.89,-29:05:18.3,175.0,g,None,DES supernova hex SN-C2 tiling 20,True,0.433,1.494,0.155,assess_RUN_v25475,2014/11/26 08:36:26
381592,2014/11/26 07:19:58,3:37:05.90,-29:05:18.3,150.0,r,None,DES supernova hex SN-C2 tiling 20,True,0.434,1.359,0.144,assess_RUN_v25475,2014/11/26 09:13:25
381593,2014/11/26 07:22:56,3:37:05.91,-29:05:18.3,200.0,i,None,DES supernova hex SN-C2 tiling 20,True,0.397,1.34,0.093,assess_RUN_v25475,2014/11/26 08:50:22
381594,2014/11/26 07:26:44,3:37:05.92,-29:05:18.4,200.0,z,None,DES supernova hex SN-C2 tiling 21,True,0.431,1.226,0.073,assess_RUN_v25475,2014/11/26 08:56:23
381595,2014/11/26 07:30:33,3:37:05.80,-29:05:23.0,200.0,z,None,DES supernova hex SN-C2 tiling 22,True,0.508,1.081,0.08,assess_RUN_v25475,2014/11/26 08:25:41
381780,2014/11/27 00:42:21,3:37:06.38,-27:06:48.6,175.0,g,None,DES supernova hex SN-C1 tiling 20,True,0.259,1.238,0.256,assess_RUN_v25475,2014/11/27 06:06:01
381781,2014/11/27 00:45:44,3:37:06.38,-27:06:48.7,150.0,r,None,DES supernova hex SN-C1 tiling 20,True,0.575,1.08,0.151,assess_RUN_v25475,2014/11/27 06:47:02
381782,2014/11/27 00:48:42,3:37:06.40,-27:06:48.6,200.0,i,None,DES supernova hex SN-C1 tiling 20,True,0.513,1.025,0.105,assess_RUN_v25475,2014/11/27 06:31:34
381783,2014/11/27 00:52:31,3:37:06.41,-27:06:48.6,200.0,z,None,DES supernova hex SN-C1 tiling 21,True,0.655,1.005,0.091,assess_RUN_v25475,2014/11/27 06:07:40
381784,2014/11/27 00:56:19,3:37:06.33,-27:06:53.2,200.0,z,None,DES supernova hex SN-C1 tiling 22,True,0.565,1.095,0.079,assess_RUN_v25475,2014/11/27 06:19:28
382513,2014/11/29 00:41:49,0:31:29.90,-43:00:34.5,175.0,g,None,DES supernova hex SN-E1 tiling 20,False,0.004,1.589,0.264,assess_RUN_v25475,2014/11/28 23:58:29
382514,2014/11/29 00:45:14,0:31:29.91,-43:00:34.5,150.0,r,None,DES supernova hex SN-E1 tiling 20,False,0.005,1.139,0.076,assess_RUN_v25475,2014/11/29 00:23:25
382515,2014/11/29 00:48:12,0:31:29.91,-43:00:34.6,200.0,i,None,DES supernova hex SN-E1 tiling 20,False,0.018,1.108,0.08,assess_RUN_v25475,2014/11/29 00:48:23
382516,2014/11/29 00:52:00,0:31:29.90,-43:00:34.6,200.0,z,None,DES supernova hex SN-E1 tiling 21,False,0.041,0.968,0.065,assess_RUN_v25475,2014/11/29 00:59:35
382517,2014/11/29 00:55:50,0:31:29.77,-43:00:39.3,200.0,z,None,DES supernova hex SN-E1 tiling 22,False,0.038,0.898,0.078,assess_RUN_v25475,2014/11/29 01:01:01
382519,2014/11/29 01:01:10,0:38:00.07,-43:59:52.8,175.0,g,None,DES supernova hex SN-E2 tiling 20,False,0.004,1.133,0.138,assess_RUN_v25475,2014/11/29 00:23:30
382520,2014/11/29 01:04:33,0:38:00.05,-43:59:52.8,150.0,r,None,DES supernova hex SN-E2 tiling 20,False,0.001,1.176,0.066,assess_RUN_v25475,2014/11/29 00:40:38
382521,2014/11/29 01:07:31,0:38:00.07,-43:59:52.8,200.0,i,None,DES supernova hex SN-E2 tiling 20,False,0.043,1.074,0.079,assess_RUN_v25475,2014/11/29 00:59:18
382522,2014/11/29 01:11:19,0:38:00.06,-43:59:52.8,200.0,z,None,DES supernova hex SN-E2 tiling 21,False,0.041,1.068,0.072,assess_RUN_v25475,2014/11/29 01:01:01
382523,2014/11/29 01:15:08,0:37:59.97,-43:59:57.4,200.0,z,None,DES supernova hex SN-E2 tiling 22,False,0.031,1.007,0.064,assess_RUN_v25475,2014/11/29 01:41:43
382525,2014/11/29 01:22:39,2:17:54.39,-4:55:58.2,175.0,g,None,DES supernova hex SN-X1 tiling 20,False,0.006,1.44,0.181,assess_RUN_v25475,2014/11/29 01:27:30
382526,2014/11/29 01:26:03,2:17:54.40,-4:55:58.2,150.0,r,None,DES supernova hex SN-X1 tiling 20,False,0.011,1.321,0.09,assess_RUN_v25475,2014/11/29 01:33:30
382527,2014/11/29 01:29:00,2:17:54.41,-4:55:58.2,200.0,i,None,DES supernova hex SN-X1 tiling 20,False,0.111,1.106,0.088,assess_RUN_v25475,2014/11/29 01:54:34
382528,2014/11/29 01:32:50,2:17:54.39,-4:55:58.2,200.0,z,None,DES supernova hex SN-X1 tiling 21,False,0.079,1.158,0.08,assess_RUN_v25475,2014/11/29 01:26:04
382529,2014/11/29 01:36:38,2:17:54.32,-4:56:02.9,200.0,z,None,DES supernova hex SN-X1 tiling 22,False,0.004,1.623,0.054,assess_RUN_v25475,2014/11/29 01:24:30
382531,2014/11/29 01:42:33,2:22:39.56,-6:24:43.6,175.0,g,None,DES supernova hex SN-X2 tiling 20,False,0.014,1.459,0.225,assess_RUN_v25475,2014/11/29 01:17:19
382532,2014/11/29 01:45:57,2:22:39.54,-6:24:43.6,150.0,r,None,DES supernova hex SN-X2 tiling 20,False,0.015,1.272,0.079,assess_RUN_v25475,2014/11/29 02:04:42
382533,2014/11/29 01:48:55,2:22:39.54,-6:24:43.5,200.0,i,None,DES supernova hex SN-X2 tiling 20,False,0.003,1.075,0.062,assess_RUN_v25475,2014/11/29 02:08:42
382534,2014/11/29 01:52:45,2:22:39.55,-6:24:43.6,200.0,z,None,DES supernova hex SN-X2 tiling 21,False,0.041,1.043,0.066,assess_RUN_v25475,2014/11/29 02:25:54
382535,2014/11/29 01:56:32,2:22:39.48,-6:24:48.2,200.0,z,None,DES supernova hex SN-X2 tiling 22,False,0.273,1.007,0.087,assess_RUN_v25475,2014/11/29 02:20:05
382537,2014/11/29 02:01:50,2:25:48.07,-4:36:00.0,200.0,g,None,DES supernova hex SN-X3 tiling 23,False,0.071,1.321,0.235,assess_RUN_v25475,2014/11/29 01:56:20
382538,2014/11/29 02:05:37,2:25:48.00,-4:36:04.7,200.0,g,None,DES supernova hex SN-X3 tiling 24,False,0.127,1.249,0.237,assess_RUN_v25475,2014/11/29 02:28:09
382539,2014/11/29 02:09:25,2:25:47.85,-4:36:01.7,200.0,g,None,DES supernova hex SN-X3 tiling 25,False,0.146,1.119,0.225,assess_RUN_v25475,2014/11/29 02:09:30
382541,2014/11/29 02:14:55,2:25:47.70,-4:36:07.6,400.0,r,None,DES supernova hex SN-X3 tiling 23,False,0.175,1.111,0.128,assess_RUN_v25475,2014/11/29 03:28:15
382542,2014/11/29 02:22:02,2:25:47.64,-4:36:12.3,400.0,r,None,DES supernova hex SN-X3 tiling 24,Unknown,0.313,1.045,0.136,assess_RUN_v25475,2014/11/29 03:28:25
382543,2014/11/29 02:29:10,2:25:47.47,-4:36:09.3,400.0,r,None,DES supernova hex SN-X3 tiling 25,False,0.203,1.077,0.128,assess_RUN_v25475,2014/11/29 03:40:53
382545,2014/11/29 02:38:12,2:25:48.24,-4:36:09.4,360.0,i,None,DES supernova hex SN-X3 tiling 30,False,0.064,0.986,0.086,assess_RUN_v25475,2014/11/29 02:54:40
382546,2014/11/29 02:44:39,2:25:48.23,-4:36:09.4,360.0,i,None,DES supernova hex SN-X3 tiling 31,False,0.099,0.982,0.097,assess_RUN_v25475,2014/11/29 03:38:34
382547,2014/11/29 02:51:09,2:25:48.16,-4:36:14.3,360.0,i,None,DES supernova hex SN-X3 tiling 32,False,0.045,1.063,0.081,assess_RUN_v25475,2014/11/29 03:50:34
382548,2014/11/29 02:57:38,2:25:48.16,-4:36:14.2,360.0,i,None,DES supernova hex SN-X3 tiling 33,False,0.087,0.963,0.095,assess_RUN_v25475,2014/11/29 03:36:06
382549,2014/11/29 03:04:05,2:25:48.01,-4:36:11.2,360.0,i,None,DES supernova hex SN-X3 tiling 34,False,0.114,0.873,0.108,assess_RUN_v25475,2014/11/29 04:04:14
382551,2014/11/29 03:12:18,2:25:47.58,-4:36:05.4,330.0,z,None,DES supernova hex SN-X3 tiling 75,True,0.921,0.846,0.12,assess_RUN_v25475,2014/11/29 04:49:04
382552,2014/11/29 03:18:17,2:25:47.58,-4:36:05.4,330.0,z,None,DES supernova hex SN-X3 tiling 76,True,0.95,0.816,0.122,assess_RUN_v25475,2014/11/29 05:20:04
382553,2014/11/29 03:24:17,2:25:47.57,-4:36:05.4,330.0,z,None,DES supernova hex SN-X3 tiling 77,True,0.865,0.862,0.121,assess_RUN_v25475,2014/11/29 05:05:52
382554,2014/11/29 03:30:16,2:25:47.59,-4:36:05.4,330.0,z,None,DES supernova hex SN-X3 tiling 78,True,0.763,0.866,0.117,assess_RUN_v25475,2014/11/29 05:01:36
382555,2014/11/29 03:36:13,2:25:47.52,-4:36:10.1,330.0,z,None,DES supernova hex SN-X3 tiling 79,True,0.791,0.936,0.114,assess_RUN_v25475,2014/11/29 05:01:44
382556,2014/11/29 03:42:11,2:25:47.51,-4:36:10.1,330.0,z,None,DES supernova hex SN-X3 tiling 80,True,0.757,0.95,0.111,assess_RUN_v25475,2014/11/29 05:55:16
382557,2014/11/29 03:48:10,2:25:47.52,-4:36:10.1,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,0.75,0.933,0.116,assess_RUN_v25475,2014/11/29 05:45:41
382558,2014/11/29 03:54:08,2:25:47.51,-4:36:10.1,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,0.513,0.939,0.105,assess_RUN_v25475,2014/11/29 05:29:40
382559,2014/11/29 04:00:05,2:25:47.37,-4:36:07.1,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,0.379,0.924,0.098,assess_RUN_v25475,2014/11/29 06:13:36
382560,2014/11/29 04:06:04,2:25:47.36,-4:36:07.1,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.391,0.965,0.104,assess_RUN_v25475,2014/11/29 05:26:51
382561,2014/11/29 04:12:03,2:25:47.36,-4:36:07.1,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.41,0.996,0.099,assess_RUN_v25475,2014/11/29 05:59:39
382563,2014/11/29 04:19:57,2:44:45.04,-0:59:42.6,175.0,g,None,DES supernova hex SN-S2 tiling 20,True,0.241,1.176,0.257,assess_RUN_v25475,2014/11/29 05:38:17
382564,2014/11/29 04:23:22,2:44:45.05,-0:59:42.6,150.0,r,None,DES supernova hex SN-S2 tiling 20,False,0.243,1.182,0.14,assess_RUN_v25475,2014/11/29 05:50:15
382565,2014/11/29 04:26:21,2:44:45.07,-0:59:42.6,200.0,i,None,DES supernova hex SN-S2 tiling 20,False,0.095,1.053,0.092,assess_RUN_v25475,2014/11/29 05:39:24
382566,2014/11/29 04:30:09,2:44:45.05,-0:59:42.6,200.0,z,None,DES supernova hex SN-S2 tiling 21,False,0.178,1.062,0.076,assess_RUN_v25475,2014/11/29 05:42:11
382567,2014/11/29 04:33:58,2:44:44.97,-0:59:47.4,200.0,z,None,DES supernova hex SN-S2 tiling 22,False,0.286,1.141,0.09,assess_RUN_v25475,2014/11/29 05:45:22
382569,2014/11/29 04:39:30,2:51:15.10,-0:00:22.8,175.0,g,None,DES supernova hex SN-S1 tiling 20,True,0.226,1.409,0.272,assess_RUN_v25475,2014/11/29 05:46:15
382570,2014/11/29 04:42:53,2:51:15.10,-0:00:22.7,150.0,r,None,DES supernova hex SN-S1 tiling 20,True,0.426,1.259,0.138,assess_RUN_v25475,2014/11/29 06:06:22
382571,2014/11/29 04:45:50,2:51:15.12,-0:00:22.8,200.0,i,None,DES supernova hex SN-S1 tiling 20,True,0.424,1.195,0.096,assess_RUN_v25475,2014/11/29 06:25:55
382572,2014/11/29 04:49:38,2:51:15.10,-0:00:22.7,200.0,z,None,DES supernova hex SN-S1 tiling 21,True,0.419,1.227,0.076,assess_RUN_v25475,2014/11/29 06:38:26
382573,2014/11/29 04:53:27,2:51:15.03,-0:00:27.5,200.0,z,None,DES supernova hex SN-S1 tiling 22,True,0.395,1.239,0.083,assess_RUN_v25475,2014/11/29 06:41:15
382575,2014/11/29 05:00:02,3:30:33.59,-28:06:15.8,200.0,g,None,DES supernova hex SN-C3 tiling 23,True,0.507,1.319,0.217,assess_RUN_v25475,2014/11/29 06:45:39
382576,2014/11/29 05:03:50,3:30:33.49,-28:06:20.6,200.0,g,None,DES supernova hex SN-C3 tiling 24,True,0.551,1.259,0.221,assess_RUN_v25475,2014/11/29 06:21:07
382577,2014/11/29 05:07:39,3:30:33.30,-28:06:17.6,200.0,g,None,DES supernova hex SN-C3 tiling 25,True,0.482,1.333,0.231,assess_RUN_v25475,2014/11/29 06:16:22
382579,2014/11/29 05:13:11,3:30:34.11,-28:06:22.1,400.0,r,None,DES supernova hex SN-C3 tiling 23,True,0.423,1.281,0.177,assess_RUN_v25475,2014/11/29 07:57:02
382580,2014/11/29 05:20:19,3:30:33.99,-28:06:26.9,400.0,r,None,DES supernova hex SN-C3 tiling 24,True,0.469,1.231,0.178,assess_RUN_v25475,2014/11/29 07:36:28
382581,2014/11/29 05:27:26,3:30:33.83,-28:06:23.9,400.0,r,None,DES supernova hex SN-C3 tiling 25,True,0.356,1.146,0.185,assess_RUN_v25475,2014/11/29 07:21:17
382583,2014/11/29 05:36:29,3:30:34.54,-28:06:19.8,360.0,i,None,DES supernova hex SN-C3 tiling 30,False,0.009,1.009,0.11,assess_RUN_v25475,2014/11/29 06:23:00
382584,2014/11/29 05:42:58,3:30:34.54,-28:06:19.9,360.0,i,None,DES supernova hex SN-C3 tiling 31,False,0.019,1.142,0.092,assess_RUN_v25475,2014/11/29 07:01:03
382585,2014/11/29 05:49:26,3:30:34.46,-28:06:24.7,360.0,i,None,DES supernova hex SN-C3 tiling 32,False,0.077,1.114,0.097,assess_RUN_v25475,2014/11/29 07:18:22
382586,2014/11/29 05:55:55,3:30:34.46,-28:06:24.6,360.0,i,None,DES supernova hex SN-C3 tiling 33,False,0.112,1.169,0.095,assess_RUN_v25475,2014/11/29 07:36:50
382587,2014/11/29 06:02:24,3:30:34.26,-28:06:21.7,360.0,i,None,DES supernova hex SN-C3 tiling 34,False,0.256,1.36,0.094,assess_RUN_v25475,2014/11/29 07:45:23
382589,2014/11/29 06:10:42,3:30:34.01,-28:06:18.7,330.0,z,None,DES supernova hex SN-C3 tiling 75,True,0.45,1.156,0.091,assess_RUN_v25475,2014/11/29 08:12:52
382590,2014/11/29 06:16:40,3:30:34.03,-28:06:18.7,330.0,z,None,DES supernova hex SN-C3 tiling 76,False,0.233,1.281,0.073,assess_RUN_v25475,2014/11/29 07:59:58
382591,2014/11/29 06:22:39,3:30:34.04,-28:06:18.7,330.0,z,None,DES supernova hex SN-C3 tiling 77,False,0.066,1.325,0.061,assess_RUN_v25475,2014/11/29 08:00:13
382592,2014/11/29 06:28:36,3:30:34.04,-28:06:18.7,330.0,z,None,DES supernova hex SN-C3 tiling 78,False,0.011,1.359,0.064,assess_RUN_v25475,2014/11/29 07:31:40
382593,2014/11/29 06:34:34,3:30:33.95,-28:06:23.5,330.0,z,None,DES supernova hex SN-C3 tiling 79,False,0.154,1.401,0.064,assess_RUN_v25475,2014/11/29 08:17:48
382594,2014/11/29 06:40:32,3:30:33.94,-28:06:23.4,330.0,z,None,DES supernova hex SN-C3 tiling 80,False,0.061,1.398,0.064,assess_RUN_v25475,2014/11/29 08:22:32
382595,2014/11/29 06:46:31,3:30:33.96,-28:06:23.4,330.0,z,None,DES supernova hex SN-C3 tiling 81,False,0.003,1.538,0.059,assess_RUN_v25475,2014/11/29 08:08:34
382596,2014/11/29 06:52:31,3:30:33.95,-28:06:23.4,330.0,z,None,DES supernova hex SN-C3 tiling 82,False,0.023,1.508,0.051,assess_RUN_v25475,2014/11/29 08:12:22
382597,2014/11/29 06:58:29,3:30:33.76,-28:06:20.4,330.0,z,None,DES supernova hex SN-C3 tiling 83,False,0.015,1.53,0.055,assess_RUN_v25475,2014/11/29 08:06:51
382598,2014/11/29 07:04:28,3:30:33.77,-28:06:20.4,330.0,z,None,DES supernova hex SN-C3 tiling 84,False,0.01,1.59,0.053,assess_RUN_v25475,2014/11/29 08:18:52
382599,2014/11/29 07:10:27,3:30:33.77,-28:06:20.4,330.0,z,None,DES supernova hex SN-C3 tiling 85,False,0.036,1.546,0.06,assess_RUN_v25475,2014/11/29 08:46:05
382770,2014/11/30 02:16:13,0:31:28.65,-43:00:40.5,175.0,g,None,DES supernova hex SN-E1 tiling 20,False,0.016,3.407,0.591,assess_RUN_v25475,2014/11/30 02:53:07
382771,2014/11/30 02:19:37,0:31:28.64,-43:00:40.5,150.0,r,None,DES supernova hex SN-E1 tiling 20,False,0.035,3.242,0.564,assess_RUN_v25475,2014/11/30 03:01:00
382772,2014/11/30 02:22:35,0:31:28.66,-43:00:40.5,200.0,i,None,DES supernova hex SN-E1 tiling 20,False,0.074,2.891,0.316,assess_RUN_v25475,2014/11/30 03:08:32
382773,2014/11/30 02:26:25,0:31:28.66,-43:00:40.5,200.0,z,None,DES supernova hex SN-E1 tiling 21,False,0.07,3.191,0.294,assess_RUN_v25475,2014/11/30 03:00:09
382774,2014/11/30 02:30:15,0:31:28.54,-43:00:45.2,200.0,z,None,DES supernova hex SN-E1 tiling 22,False,0.071,3.135,0.274,assess_RUN_v25475,2014/11/30 03:30:32
382776,2014/11/30 02:35:49,0:37:58.12,-44:00:13.9,175.0,g,None,DES supernova hex SN-E2 tiling 20,False,0.02,3.063,0.587,assess_RUN_v25475,2014/11/30 02:30:29
382777,2014/11/30 02:39:12,0:37:58.13,-44:00:13.9,150.0,r,None,DES supernova hex SN-E2 tiling 20,False,0.042,2.982,0.518,assess_RUN_v25475,2014/11/30 03:12:53
382778,2014/11/30 02:42:11,0:37:58.15,-44:00:13.9,200.0,i,None,DES supernova hex SN-E2 tiling 20,False,0.068,2.945,0.306,assess_RUN_v25475,2014/11/30 03:25:34
382779,2014/11/30 02:45:59,0:37:58.13,-44:00:13.9,200.0,z,None,DES supernova hex SN-E2 tiling 21,False,0.083,2.841,0.252,assess_RUN_v25475,2014/11/30 04:10:58
382780,2014/11/30 02:49:47,0:37:58.02,-44:00:18.7,200.0,z,None,DES supernova hex SN-E2 tiling 22,False,0.08,2.904,0.249,assess_RUN_v25475,2014/11/30 04:00:12
382782,2014/11/30 02:56:46,2:22:39.32,-6:25:18.6,175.0,g,None,DES supernova hex SN-X2 tiling 20,False,0.017,3.349,0.592,assess_RUN_v25475,2014/11/30 03:08:05
382783,2014/11/30 03:00:09,2:22:39.30,-6:25:18.6,150.0,r,None,DES supernova hex SN-X2 tiling 20,False,0.036,3.199,0.558,assess_RUN_v25475,2014/11/30 03:35:49
382784,2014/11/30 03:03:07,2:22:39.30,-6:25:18.6,200.0,i,None,DES supernova hex SN-X2 tiling 20,False,0.064,2.969,0.334,assess_RUN_v25475,2014/11/30 03:48:06
382785,2014/11/30 03:06:56,2:22:39.31,-6:25:18.6,200.0,z,None,DES supernova hex SN-X2 tiling 21,False,0.079,2.823,0.255,assess_RUN_v25475,2014/11/30 03:28:15
382786,2014/11/30 03:10:45,2:22:39.24,-6:25:23.2,200.0,z,None,DES supernova hex SN-X2 tiling 22,False,0.081,2.729,0.252,assess_RUN_v25475,2014/11/30 03:42:12
382788,2014/11/30 03:18:03,3:37:04.61,-29:05:42.3,175.0,g,None,DES supernova hex SN-C2 tiling 20,False,0.027,3.182,0.653,assess_RUN_v25475,2014/11/30 04:16:37
